4.2139e-07,8.0784e-01,3.3001e-01,4.8838e-01,2.9769e-06
3.7315e-01,3.7183e-01,3.7973e-01,1.4371e-05,7.6051e-01
3.0788e-01,2.4807e-05,1.2154e-06,9.0250e-01,3.0134e-01
3.8803e-07,2.9958e-01,3.0845e-01,1.6664e-07,9.0286e-01
2.0509e-01,6.0075e-01,4.0831e-01,6.2295e-01,2.0569e-01
3.8553e-07,9.1138e-01,1.4656e-01,1.3123e-07,3.8461e-01
4.9764e-01,3.1945e-07,1.6657e-01,1.6592e-01,8.3493e-01
5.5993e-01,1.9011e-01,1.4780e-05,5.7053e-01,5.7000e-01
9.2428e-01,1.5854e-01,1.5731e-06,1.5395e-01,3.1335e-01
1.7669e-01,7.2897e-01,9.8738e-05,5.5583e-01,3.6617e-01
8.3767e-01,5.4704e-01,1.8233e-07,1.8282e-06,3.2083e-07
3.1046e-01,9.2470e-01,1.5349e-01,1.5820e-01,4.6313e-06
3.9181e-01,1.9905e-01,3.9618e-01,7.8185e-01,1.9658e-01
3.6442e-01,2.0297e-06,1.8485e-01,5.4794e-01,7.3009e-01
2.7099e-07,1.3462e-06,7.6991e-01,6.2011e-01,1.5070e-01
1.7690e-01,3.5185e-01,1.8272e-01,8.8353e-01,1.7613e-01
4.7809e-01,3.3953e-01,8.1004e-01,4.2995e-06,1.3860e-07
4.2331e-01,6.3904e-01,2.1488e-01,4.2841e-01,4.2750e-01
3.6997e-01,1.8364e-01,5.4151e-01,3.1516e-06,7.3225e-01
1.5372e-01,6.2605e-01,7.6451e-01,4.7144e-06,3.0823e-08
4.4975e-08,7.3636e-10,2.1897e-08,3.9627e-01,9.1814e-01
1.5565e-01,9.2535e-01,3.1124e-01,3.6409e-06,1.5056e-01
1.9337e-06,2.3677e-01,4.0730e-07,9.7160e-01,6.2845e-07
1.2442e-07,2.4491e-07,7.1601e-01,1.1236e-08,6.9810e-01
3.3621e-01,6.7797e-07,6.6520e-01,1.1985e-06,6.6671e-01
4.8231e-01,1.2530e-05,3.2531e-01,8.1338e-01,6.6589e-06
3.8585e-01,5.8549e-01,9.1945e-07,3.9445e-01,5.9394e-01
6.3143e-11,1.0175e-07,8.8636e-01,1.4941e-01,4.3825e-01
1.4080e-01,1.0902e-05,1.1813e-06,4.3804e-01,8.8798e-01
4.4090e-01,8.8450e-01,1.5259e-01,6.0663e-08,3.2014e-07
3.6618e-01,7.3718e-01,5.3869e-01,5.0653e-06,1.7988e-01
1.3901e-01,8.8384e-01,1.9902e-06,4.4667e-01,4.8326e-08
2.7527e-01,9.1106e-01,3.5727e-07,3.0692e-01,1.3847e-06
3.6422e-01,7.3023e-01,3.3826e-06,1.8553e-01,5.4744e-01
6.8443e-01,4.1911e-01,9.1707e-07,5.9663e-01,2.3919e-07
7.6993e-01,1.9458e-06,1.5942e-01,6.0859e-06,6.1792e-01
2.4426e-07,9.9392e-01,8.0443e-06,1.1114e-01,1.0813e-07
2.1068e-05,2.5713e-06,3.2893e-01,8.0890e-01,4.8746e-01
1.8947e-05,1.5696e-01,9.2428e-01,3.1095e-01,1.5628e-01
