0.0000e+00,0.0000e+00,0.0000e+00,1.0000e+00
6.2500e-04,6.2500e-04,6.2500e-04,9.9813e-01
1.2500e-03,1.2500e-03,1.2500e-03,9.9625e-01
1.8750e-03,1.8750e-03,1.8750e-03,9.9438e-01
2.5000e-03,2.5000e-03,2.5000e-03,9.9250e-01
3.1250e-03,3.1250e-03,3.1250e-03,9.9062e-01
3.7500e-03,3.7500e-03,3.7500e-03,9.8875e-01
4.3750e-03,4.3750e-03,4.3750e-03,9.8687e-01
5.0000e-03,5.0000e-03,5.0000e-03,9.8500e-01
5.6250e-03,5.6250e-03,5.6250e-03,9.8313e-01
6.2500e-03,6.2500e-03,6.2500e-03,9.8125e-01
6.8750e-03,6.8750e-03,6.8750e-03,9.7937e-01
7.5000e-03,7.5000e-03,7.5000e-03,9.7750e-01
8.1250e-03,8.1250e-03,8.1250e-03,9.7562e-01
8.7500e-03,8.7500e-03,8.7500e-03,9.7375e-01
9.3750e-03,9.3750e-03,9.3750e-03,9.7188e-01
1.0000e-02,1.0000e-02,1.0000e-02,9.7000e-01
1.0625e-02,1.0625e-02,1.0625e-02,9.6813e-01
1.1250e-02,1.1250e-02,1.1250e-02,9.6625e-01
1.1875e-02,1.1875e-02,1.1875e-02,9.6437e-01
1.2500e-02,1.2500e-02,1.2500e-02,9.6250e-01
1.3125e-02,1.3125e-02,1.3125e-02,9.6062e-01
1.3750e-02,1.3750e-02,1.3750e-02,9.5875e-01
1.4375e-02,1.4375e-02,1.4375e-02,9.5688e-01
1.5000e-02,1.5000e-02,1.5000e-02,9.5500e-01
1.5625e-02,1.5625e-02,1.5625e-02,9.5312e-01
1.6250e-02,1.6250e-02,1.6250e-02,9.5125e-01
1.6875e-02,1.6875e-02,1.6875e-02,9.4937e-01
1.7500e-02,1.7500e-02,1.7500e-02,9.4750e-01
1.8125e-02,1.8125e-02,1.8125e-02,9.4563e-01
1.8750e-02,1.8750e-02,1.8750e-02,9.4375e-01
1.9375e-02,1.9375e-02,1.9375e-02,9.4188e-01
2.0000e-02,2.0000e-02,2.0000e-02,9.4000e-01
2.0625e-02,2.0625e-02,2.0625e-02,9.3812e-01
2.1250e-02,2.1250e-02,2.1250e-02,9.3625e-01
2.1875e-02,2.1875e-02,2.1875e-02,9.3437e-01
2.2500e-02,2.2500e-02,2.2500e-02,9.3250e-01
2.3125e-02,2.3125e-02,2.3125e-02,9.3063e-01
2.3750e-02,2.3750e-02,2.3750e-02,9.2875e-01
2.4375e-02,2.4375e-02,2.4375e-02,9.2688e-01
2.5000e-02,2.5000e-02,2.5000e-02,9.2500e-01
2.5625e-02,2.5625e-02,2.5625e-02,9.2312e-01
2.6250e-02,2.6250e-02,2.6250e-02,9.2125e-01
2.6875e-02,2.6875e-02,2.6875e-02,9.1938e-01
2.7500e-02,2.7500e-02,2.7500e-02,9.1750e-01
2.8125e-02,2.8125e-02,2.8125e-02,9.1563e-01
2.8750e-02,2.8750e-02,2.8750e-02,9.1375e-01
2.9375e-02,2.9375e-02,2.9375e-02,9.1187e-01
3.0000e-02,3.0000e-02,3.0000e-02,9.1000e-01
3.0625e-02,3.0625e-02,3.0625e-02,9.0812e-01
3.1250e-02,3.1250e-02,3.1250e-02,9.0625e-01
3.1875e-02,3.1875e-02,3.1875e-02,9.0438e-01
3.2500e-02,3.2500e-02,3.2500e-02,9.0250e-01
3.3125e-02,3.3125e-02,3.3125e-02,9.0063e-01
3.3750e-02,3.3750e-02,3.3750e-02,8.9875e-01
3.4375e-02,3.4375e-02,3.4375e-02,8.9687e-01
3.5000e-02,3.5000e-02,3.5000e-02,8.9500e-01
3.5625e-02,3.5625e-02,3.5625e-02,8.9312e-01
3.6250e-02,3.6250e-02,3.6250e-02,8.9125e-01
3.6875e-02,3.6875e-02,3.6875e-02,8.8938e-01
3.7500e-02,3.7500e-02,3.7500e-02,8.8750e-01
3.8125e-02,3.8125e-02,3.8125e-02,8.8562e-01
3.8750e-02,3.8750e-02,3.8750e-02,8.8375e-01
3.9375e-02,3.9375e-02,3.9375e-02,8.8187e-01
4.0000e-02,4.0000e-02,4.0000e-02,8.8000e-01
4.0625e-02,4.0625e-02,4.0625e-02,8.7813e-01
4.1250e-02,4.1250e-02,4.1250e-02,8.7625e-01
4.1875e-02,4.1875e-02,4.1875e-02,8.7438e-01
4.2500e-02,4.2500e-02,4.2500e-02,8.7250e-01
4.3125e-02,4.3125e-02,4.3125e-02,8.7062e-01
4.3750e-02,4.3750e-02,4.3750e-02,8.6875e-01
4.4375e-02,4.4375e-02,4.4375e-02,8.6688e-01
4.5000e-02,4.5000e-02,4.5000e-02,8.6500e-01
4.5625e-02,4.5625e-02,4.5625e-02,8.6313e-01
4.6250e-02,4.6250e-02,4.6250e-02,8.6125e-01
4.6875e-02,4.6875e-02,4.6875e-02,8.5938e-01
4.7500e-02,4.7500e-02,4.7500e-02,8.5750e-01
4.8125e-02,4.8125e-02,4.8125e-02,8.5562e-01
4.8750e-02,4.8750e-02,4.8750e-02,8.5375e-01
4.9375e-02,4.9375e-02,4.9375e-02,8.5187e-01
5.0000e-02,5.0000e-02,5.0000e-02,8.5000e-01
5.0625e-02,5.0625e-02,5.0625e-02,8.4813e-01
5.1250e-02,5.1250e-02,5.1250e-02,8.4625e-01
5.1875e-02,5.1875e-02,5.1875e-02,8.4437e-01
5.2500e-02,5.2500e-02,5.2500e-02,8.4250e-01
5.3125e-02,5.3125e-02,5.3125e-02,8.4062e-01
5.3750e-02,5.3750e-02,5.3750e-02,8.3875e-01
5.4375e-02,5.4375e-02,5.4375e-02,8.3688e-01
5.5000e-02,5.5000e-02,5.5000e-02,8.3500e-01
5.5625e-02,5.5625e-02,5.5625e-02,8.3313e-01
5.6250e-02,5.6250e-02,5.6250e-02,8.3125e-01
5.6875e-02,5.6875e-02,5.6875e-02,8.2937e-01
5.7500e-02,5.7500e-02,5.7500e-02,8.2750e-01
5.8125e-02,5.8125e-02,5.8125e-02,8.2563e-01
5.8750e-02,5.8750e-02,5.8750e-02,8.2375e-01
5.9375e-02,5.9375e-02,5.9375e-02,8.2188e-01
6.0000e-02,6.0000e-02,6.0000e-02,8.2000e-01
6.0625e-02,6.0625e-02,6.0625e-02,8.1812e-01
6.1250e-02,6.1250e-02,6.1250e-02,8.1625e-01
6.1875e-02,6.1875e-02,6.1875e-02,8.1438e-01
6.2500e-02,6.2500e-02,6.2500e-02,8.1250e-01
6.3125e-02,6.3125e-02,6.3125e-02,8.1062e-01
6.3750e-02,6.3750e-02,6.3750e-02,8.0875e-01
6.4375e-02,6.4375e-02,6.4375e-02,8.0688e-01
6.5000e-02,6.5000e-02,6.5000e-02,8.0500e-01
6.5625e-02,6.5625e-02,6.5625e-02,8.0312e-01
6.6250e-02,6.6250e-02,6.6250e-02,8.0125e-01
6.6875e-02,6.6875e-02,6.6875e-02,7.9937e-01
6.7500e-02,6.7500e-02,6.7500e-02,7.9750e-01
6.8125e-02,6.8125e-02,6.8125e-02,7.9563e-01
6.8750e-02,6.8750e-02,6.8750e-02,7.9375e-01
6.9375e-02,6.9375e-02,6.9375e-02,7.9187e-01
7.0000e-02,7.0000e-02,7.0000e-02,7.9000e-01
7.0625e-02,7.0625e-02,7.0625e-02,7.8812e-01
7.1250e-02,7.1250e-02,7.1250e-02,7.8625e-01
