1.3971e+00	1.1651e+00	1.6127e+00	1.9918e+00
1.1380e+00	1.0523e+00	1.4331e+00	2.1616e+00
1.3188e+00	1.0817e+00	1.3798e+00	2.2438e+00
1.1138e+00	9.5311e-01	1.3624e+00	2.3588e+00
1.3450e+00	1.0866e+00	1.7798e+00	1.9632e+00
1.0304e+00	1.3564e+00	1.7922e+00	2.0188e+00
9.5076e-01	1.2467e+00	1.6952e+00	2.1263e+00
1.2842e+00	1.5061e+00	1.4919e+00	2.0625e+00
1.4407e+00	1.4307e+00	1.5725e+00	1.9517e+00
1.3031e+00	1.2045e+00	1.7224e+00	1.9045e+00
1.0080e+00	1.2754e+00	1.4620e+00	2.2096e+00
1.4036e+00	1.2489e+00	1.4299e+00	2.1056e+00
1.4162e+00	1.2928e+00	1.8569e+00	1.8287e+00
1.0495e+00	1.0424e+00	1.7208e+00	2.0462e+00
1.3773e+00	1.3228e+00	1.5487e+00	1.9734e+00
9.9524e-01	1.1054e+00	1.5078e+00	2.1514e+00
1.2252e+00	1.0448e+00	1.5446e+00	2.0830e+00
1.2130e+00	1.3812e+00	1.8599e+00	1.8603e+00
1.5425e+00	1.1897e+00	1.7744e+00	1.9390e+00
1.0582e+00	1.1916e+00	1.5245e+00	2.0811e+00
1.4387e+00	1.1576e+00	1.7926e+00	1.9236e+00
1.4276e+00	1.4273e+00	1.8471e+00	1.8024e+00
1.1916e+00	1.3876e+00	1.5853e+00	1.9912e+00
1.2878e+00	1.4604e+00	1.4508e+00	2.0866e+00
1.0297e+00	8.9464e-01	1.5571e+00	2.2760e+00
1.1700e+00	1.2489e+00	1.8392e+00	1.8909e+00
1.0483e+00	1.0601e+00	1.7360e+00	2.0337e+00
1.1272e+00	1.1041e+00	1.5521e+00	2.0428e+00
1.1424e+00	1.2289e+00	1.2947e+00	2.3008e+00
1.1891e+00	1.1956e+00	1.4038e+00	2.1282e+00
1.2315e+00	1.2991e+00	1.7505e+00	1.8850e+00
1.3297e+00	1.3849e+00	1.8662e+00	1.8158e+00
1.1826e+00	1.4683e+00	1.6008e+00	2.0133e+00
1.4700e+00	1.4888e+00	1.3272e+00	2.2214e+00
1.1426e+00	1.3470e+00	1.2555e+00	2.4169e+00
1.5311e+00	1.4483e+00	1.3489e+00	2.1972e+00
1.2781e+00	1.2001e+00	1.2375e+00	2.3947e+00
9.8273e-01	8.8471e-01	1.6436e+00	2.2786e+00
1.3529e+00	1.2196e+00	1.4120e+00	2.1229e+00
1.2576e+00	1.4605e+00	1.4729e+00	2.0758e+00
1.1619e+00	9.5399e-01	1.4142e+00	2.2980e+00
9.6523e-01	1.1052e+00	1.4616e+00	2.2237e+00
9.5861e-01	1.0972e+00	1.5521e+00	2.1664e+00
1.3003e+00	1.0635e+00	1.3491e+00	2.2995e+00
1.1247e+00	1.0134e+00	1.8650e+00	2.0195e+00
1.4367e+00	1.4237e+00	1.7696e+00	1.8342e+00
1.1209e+00	1.0557e+00	1.5009e+00	2.1033e+00
1.3294e+00	1.5592e+00	1.6681e+00	1.9248e+00
1.1315e+00	9.6913e-01	1.4766e+00	2.2057e+00
1.4348e+00	1.5846e+00	1.7354e+00	1.8597e+00
1.3285e+00	1.2855e+00	1.7127e+00	1.8836e+00
1.3768e+00	1.1785e+00	1.9233e+00	1.8653e+00
1.3858e+00	1.3343e+00	1.6102e+00	1.9295e+00
1.1648e+00	1.2944e+00	1.6478e+00	1.9529e+00
1.2581e+00	1.3820e+00	1.9293e+00	1.8232e+00
8.8706e-01	1.0339e+00	1.6480e+00	2.2475e+00
1.0732e+00	1.0230e+00	1.4913e+00	2.1460e+00
1.2391e+00	1.5089e+00	1.7332e+00	1.9158e+00
1.1726e+00	1.1272e+00	1.5258e+00	2.0402e+00
1.4188e+00	1.0554e+00	1.8216e+00	2.0005e+00
1.1789e+00	1.2406e+00	1.3488e+00	2.1995e+00
1.2725e+00	1.1238e+00	1.7928e+00	1.9245e+00
9.9693e-01	1.0766e+00	1.5557e+00	2.1262e+00
1.3993e+00	1.4591e+00	1.5369e+00	1.9827e+00
9.8005e-01	9.3001e-01	1.6629e+00	2.2075e+00
1.0240e+00	1.0018e+00	1.5711e+00	2.1377e+00
1.2087e+00	1.1422e+00	1.2690e+00	2.3476e+00
1.1991e+00	8.8172e-01	1.6994e+00	2.2363e+00
1.0778e+00	1.1405e+00	1.9396e+00	1.9597e+00
9.9632e-01	1.1456e+00	1.5471e+00	2.1222e+00
1.1530e+00	1.1131e+00	1.6633e+00	1.9814e+00
1.0107e+00	1.3867e+00	1.6649e+00	2.1057e+00
1.0698e+00	1.0974e+00	1.2615e+00	2.4144e+00
1.4419e+00	1.4929e+00	1.4603e+00	2.0563e+00
1.3313e+00	1.5623e+00	1.5285e+00	2.0305e+00
1.3194e+00	1.3408e+00	1.3146e+00	2.2313e+00
1.1317e+00	1.2676e+00	1.8670e+00	1.9049e+00
1.3421e+00	1.2747e+00	1.8741e+00	1.8322e+00
1.2403e+00	8.8787e-01	1.6017e+00	2.2858e+00
