# {'f_': [2, 3], 'mu_': [6, 6], 'n': 250, 'N': 1, 'M': 2, 'mu': [5, 5], 'x': [4, 4], 'f': [0, 1]}
14,2.091,2.158,0.218,0.227,0.490,1.000,111.111
82,2.114,2.129,0.221,0.224,0.498,1.000,333.333
86,2.129,2.114,0.222,0.223,0.502,1.000,1000.000
113,2.109,2.135,0.220,0.225,0.496,1.000,200.000
136,2.122,2.120,0.222,0.223,0.500,1.000,1000.000
149,2.136,2.108,0.223,0.222,0.504,1.000,1000.000
163,2.108,2.136,0.220,0.225,0.496,1.000,200.000
176,2.121,2.121,0.222,0.223,0.500,1.000,1000.000
223,2.210,2.063,0.231,0.217,0.522,0.625,44.643
119,2.185,2.075,0.228,0.219,0.516,0.600,66.667
40,9.499,0.002,1.000,0.000,1.000,0.515,0.515
211,0.021,9.486,0.000,1.000,0.001,0.507,0.507
19,2.072,2.192,0.216,0.231,0.482,0.500,33.333
24,2.151,2.096,0.225,0.221,0.508,0.500,125.000
144,2.070,2.195,0.216,0.231,0.481,0.500,33.333
207,2.063,2.210,0.215,0.233,0.478,0.500,27.778
109,0.086,9.441,0.007,0.995,0.006,0.490,0.496
68,9.433,0.097,0.993,0.010,0.993,0.489,0.497
67,0.140,9.401,0.013,0.991,0.009,0.472,0.483
133,9.390,0.156,0.989,0.016,0.989,0.467,0.480
184,9.336,0.226,0.983,0.024,0.985,0.452,0.472
104,0.230,9.333,0.022,0.984,0.016,0.450,0.468
196,9.284,0.291,0.977,0.030,0.980,0.434,0.459
5,9.272,0.306,0.976,0.032,0.979,0.431,0.456
244,0.334,9.249,0.033,0.975,0.023,0.422,0.448
118,0.350,9.235,0.035,0.974,0.024,0.418,0.445
34,9.196,0.395,0.968,0.041,0.973,0.411,0.444
180,0.447,9.150,0.045,0.965,0.031,0.399,0.434
89,9.175,0.419,0.966,0.044,0.971,0.399,0.432
166,0.461,9.138,0.046,0.963,0.032,0.390,0.425
179,9.088,0.514,0.957,0.054,0.964,0.375,0.415
156,9.057,0.547,0.953,0.057,0.962,0.371,0.415
94,0.531,9.071,0.054,0.956,0.037,0.371,0.412
28,9.022,0.582,0.950,0.061,0.959,0.365,0.411
122,0.606,8.998,0.062,0.949,0.043,0.353,0.397
79,8.934,0.668,0.940,0.070,0.952,0.342,0.393
1,0.662,8.941,0.068,0.943,0.047,0.338,0.386
187,0.684,8.918,0.070,0.940,0.049,0.335,0.386
128,2.268,2.045,0.237,0.215,0.533,0.333,15.152
22,8.878,0.720,0.935,0.076,0.948,0.321,0.374
83,0.747,8.849,0.077,0.933,0.054,0.318,0.372
87,8.841,0.754,0.931,0.079,0.946,0.318,0.373
93,0.792,8.798,0.081,0.928,0.057,0.305,0.361
43,8.757,0.827,0.922,0.087,0.940,0.298,0.357
225,0.867,8.710,0.089,0.918,0.063,0.286,0.345
234,8.707,0.870,0.916,0.091,0.937,0.286,0.347
101,8.686,0.887,0.914,0.093,0.935,0.283,0.345
230,0.913,8.653,0.094,0.912,0.067,0.275,0.336
188,0.967,8.585,0.100,0.905,0.071,0.261,0.324
205,8.577,0.973,0.903,0.102,0.928,0.258,0.322
48,1.006,8.534,0.104,0.900,0.075,0.251,0.315
95,2.049,2.252,0.214,0.237,0.470,0.250,10.870
108,2.034,2.321,0.212,0.245,0.458,0.250,7.576
217,2.040,2.286,0.213,0.241,0.464,0.250,8.929
203,8.522,1.014,0.897,0.107,0.925,0.248,0.314
227,1.022,8.512,0.106,0.897,0.076,0.248,0.313
219,8.458,1.061,0.890,0.112,0.921,0.238,0.305
117,8.435,1.078,0.888,0.113,0.919,0.237,0.305
121,1.103,8.400,0.114,0.885,0.083,0.229,0.297
165,1.138,8.349,0.118,0.880,0.086,0.218,0.286
112,1.163,8.311,0.120,0.876,0.088,0.215,0.285
30,8.322,1.155,0.876,0.122,0.912,0.211,0.281
169,8.273,1.188,0.871,0.125,0.909,0.204,0.274
9,8.224,1.220,0.865,0.128,0.906,0.201,0.272
161,2.257,2.047,0.236,0.216,0.531,0.200,10.000
55,2.310,2.036,0.242,0.214,0.540,0.200,7.143
142,1.241,8.190,0.129,0.863,0.096,0.191,0.260
178,1.257,8.164,0.130,0.861,0.097,0.189,0.259
241,1.304,8.085,0.135,0.852,0.102,0.176,0.245
127,8.060,1.319,0.848,0.139,0.897,0.172,0.243
198,7.997,1.356,0.842,0.143,0.893,0.161,0.230
199,1.364,7.982,0.142,0.841,0.108,0.160,0.229
120,1.375,7.961,0.143,0.839,0.109,0.159,0.228
191,7.961,1.376,0.838,0.145,0.891,0.154,0.223
65,1.418,7.883,0.147,0.831,0.113,0.147,0.215
2,7.862,1.429,0.827,0.150,0.886,0.141,0.209
170,1.465,7.794,0.152,0.822,0.118,0.131,0.196
10,1.481,7.761,0.154,0.818,0.120,0.128,0.192
69,7.766,1.478,0.817,0.156,0.880,0.125,0.189
115,7.692,1.515,0.809,0.160,0.876,0.118,0.182
229,7.665,1.528,0.806,0.161,0.875,0.113,0.176
245,1.540,7.640,0.160,0.805,0.127,0.111,0.173
131,2.026,2.414,0.211,0.254,0.445,0.111,2.584
