# {'f_': [5, 9], 'y_': [19, 20], 'x': [10, 14], 'y': [17, 18], 'f': [0, 4], 'N': 5, 'M': 5, 'mu_': [16, 16], 'n': 1882, 'mu': [15, 15]}
1662,0.923,0.846,0.032,0.040,0.633,0.927,0.851,0.032,0.040,0.353,0.923,0.846,0.032,0.040,0.633,1.989,2.222,80.441,-21.226,0.987,0.386
283,0.887,0.046,0.043,0.017,0.794,0.891,0.046,0.043,0.017,0.588,0.887,0.046,0.043,0.017,0.794,1.946,2.226,64.751,65.517,0.895,0.964
594,0.014,0.861,0.111,0.007,0.821,0.014,0.866,0.111,0.007,0.628,0.014,0.861,0.111,0.007,0.821,1.898,2.210,12.059,-74.094,0.586,0.034
1007,0.075,0.115,0.024,0.381,1.019,0.076,0.115,0.024,0.382,0.916,0.075,0.115,0.024,0.381,1.019,1.571,1.762,-19.094,1.257,0.403,0.536
355,0.023,0.010,0.174,0.046,1.007,0.023,0.010,0.174,0.046,0.899,0.023,0.010,0.174,0.046,1.007,1.333,1.500,-54.564,-26.831,0.195,0.349
598,0.026,0.059,0.739,0.695,0.827,0.026,0.059,0.741,0.697,0.635,0.026,0.059,0.739,0.695,0.827,1.126,1.575,-66.623,22.343,0.124,0.677
551,0.927,0.017,0.066,0.811,0.664,0.931,0.017,0.067,0.814,0.397,0.927,0.017,0.066,0.811,0.664,0.795,0.870,20.167,62.769,0.633,0.946
321,0.040,0.026,0.843,0.708,0.778,0.040,0.026,0.845,0.710,0.565,0.040,0.026,0.843,0.708,0.778,0.786,0.960,-66.572,23.862,0.125,0.687
92,0.828,0.066,0.009,0.609,0.839,0.832,0.067,0.008,0.611,0.654,0.828,0.066,0.009,0.609,0.839,0.773,0.939,19.138,66.176,0.627,0.968
753,0.017,0.002,0.042,0.238,1.010,0.017,0.001,0.042,0.239,0.902,0.017,0.002,0.042,0.238,1.010,0.750,0.832,-51.850,-27.350,0.211,0.346
133,0.062,0.072,0.645,0.681,0.887,0.063,0.072,0.646,0.683,0.724,0.062,0.072,0.645,0.681,0.887,0.697,1.055,-66.305,20.962,0.126,0.667
1834,0.042,0.063,0.059,0.829,0.866,0.042,0.063,0.059,0.831,0.694,0.042,0.063,0.059,0.829,0.866,0.636,0.807,-25.216,2.795,0.367,0.546
1174,0.918,0.078,0.085,0.671,0.731,0.922,0.078,0.085,0.673,0.496,0.918,0.078,0.085,0.671,0.731,0.633,0.750,19.875,64.263,0.632,0.956
1502,0.035,0.092,0.037,0.497,1.006,0.035,0.093,0.037,0.498,0.898,0.035,0.092,0.037,0.497,1.006,0.628,0.728,-19.251,2.038,0.402,0.541
1132,0.012,0.261,0.769,0.019,0.883,0.012,0.263,0.770,0.019,0.718,0.012,0.261,0.769,0.019,0.883,0.617,0.814,-84.344,-3.909,0.020,0.502
386,0.101,0.058,0.016,0.855,0.864,0.101,0.058,0.016,0.857,0.691,0.101,0.058,0.016,0.855,0.864,0.580,0.690,-25.551,2.133,0.365,0.542
638,0.045,0.840,0.012,0.851,0.709,0.045,0.845,0.012,0.854,0.463,0.045,0.840,0.012,0.851,0.709,0.549,0.652,29.353,-53.808,0.687,0.169
561,0.902,0.033,0.881,0.842,0.507,0.906,0.033,0.883,0.845,0.168,0.902,0.033,0.881,0.842,0.507,0.544,0.623,20.778,33.798,0.637,0.753
1072,0.071,0.723,0.014,0.085,1.036,0.071,0.727,0.014,0.085,0.941,0.071,0.723,0.014,0.085,1.036,0.527,0.568,9.922,-73.740,0.573,0.037
1601,0.908,0.001,0.840,0.918,0.524,0.912,0.001,0.841,0.921,0.193,0.908,0.001,0.840,0.918,0.524,0.523,0.569,20.516,33.034,0.636,0.748
1495,0.022,0.012,0.257,0.766,0.896,0.022,0.012,0.258,0.768,0.736,0.022,0.012,0.257,0.766,0.896,0.521,0.690,-27.175,6.329,0.356,0.570
1744,0.194,0.010,0.034,0.140,1.009,0.195,0.010,0.034,0.141,0.902,0.194,0.010,0.034,0.140,1.009,0.519,0.581,-53.038,-29.295,0.204,0.333
1170,0.008,0.935,0.040,0.824,0.668,0.008,0.941,0.040,0.827,0.404,0.008,0.935,0.040,0.824,0.668,0.515,0.552,28.761,-54.335,0.684,0.166
497,0.784,0.075,0.001,0.044,0.952,0.787,0.075,0.000,0.044,0.818,0.784,0.075,0.001,0.044,0.952,0.514,0.628,63.203,64.957,0.886,0.960
356,0.164,0.043,0.005,0.514,1.004,0.165,0.043,0.005,0.515,0.894,0.164,0.043,0.005,0.514,1.004,0.509,0.573,-18.479,-0.601,0.407,0.524
922,0.001,0.033,0.198,0.578,0.986,0.001,0.033,0.199,0.580,0.869,0.001,0.033,0.198,0.578,0.986,0.504,0.581,-21.054,2.079,0.392,0.542
300,0.782,0.938,0.107,0.003,0.763,0.785,0.943,0.107,0.003,0.542,0.782,0.938,0.107,0.003,0.763,0.503,0.535,82.626,-20.935,1.000,0.388
1862,0.045,0.065,0.777,0.672,0.821,0.046,0.065,0.778,0.674,0.627,0.045,0.065,0.777,0.672,0.821,0.492,0.672,-66.853,22.837,0.123,0.680
1165,0.393,0.547,0.806,0.016,0.873,0.395,0.551,0.808,0.016,0.702,0.393,0.547,0.806,0.016,0.873,0.490,0.619,-13.347,-53.656,0.437,0.170
636,0.087,0.041,0.135,0.037,1.009,0.087,0.041,0.135,0.037,0.902,0.087,0.041,0.135,0.037,1.009,0.490,0.566,-54.692,-27.635,0.194,0.344
1582,0.632,0.251,0.009,0.017,1.059,0.635,0.253,0.009,0.017,0.975,0.632,0.251,0.009,0.017,1.059,0.488,0.505,60.538,68.005,0.870,0.981
854,0.817,0.120,0.012,0.802,0.763,0.821,0.121,0.012,0.804,0.543,0.817,0.120,0.012,0.802,0.763,0.486,0.601,21.076,64.764,0.639,0.959
818,0.684,0.001,0.129,0.782,0.938,0.687,0.001,0.129,0.784,0.797,0.684,0.001,0.129,0.782,0.938,0.483,0.607,15.908,63.618,0.608,0.951
1675,0.623,0.050,0.775,0.810,0.806,0.626,0.051,0.776,0.812,0.605,0.623,0.050,0.775,0.810,0.806,0.478,0.629,14.869,38.604,0.602,0.785
417,0.227,0.003,0.030,0.561,0.987,0.228,0.002,0.030,0.563,0.870,0.227,0.003,0.030,0.561,0.987,0.469,0.540,-18.565,-1.641,0.406,0.517
1807,0.020,0.446,0.748,0.660,0.824,0.020,0.449,0.750,0.662,0.631,0.020,0.446,0.748,0.660,0.824,0.467,0.639,-41.140,45.030,0.274,0.828
1097,0.299,0.007,0.844,0.122,0.856,0.300,0.007,0.846,0.122,0.678,0.299,0.007,0.844,0.122,0.856,0.463,0.552,-84.109,-18.472,0.022,0.405
1788,0.857,0.720,0.036,0.121,0.861,0.860,0.724,0.036,0.122,0.686,0.857,0.720,0.036,0.121,0.861,0.463,0.562,81.894,-18.451,0.996,0.405
733,0.839,0.172,0.031,0.744,0.753,0.843,0.173,0.031,0.746,0.528,0.839,0.172,0.031,0.744,0.753,0.458,0.564,21.655,65.105,0.642,0.961
385,0.036,0.154,0.778,0.806,0.754,0.036,0.155,0.780,0.808,0.530,0.036,0.154,0.778,0.806,0.754,0.458,0.593,-47.604,40.497,0.236,0.797
10,0.072,0.338,0.780,0.671,0.806,0.072,0.340,0.782,0.673,0.605,0.072,0.338,0.780,0.671,0.806,0.453,0.638,-42.628,44.483,0.265,0.824
1115,0.385,0.053,0.005,0.082,0.987,0.387,0.053,0.005,0.082,0.869,0.385,0.053,0.005,0.082,0.987,0.449,0.520,-55.760,-34.349,0.188,0.299
318,0.827,0.035,0.849,0.745,0.627,0.831,0.036,0.851,0.748,0.343,0.827,0.035,0.849,0.745,0.627,0.441,0.541,19.826,36.603,0.631,0.772
183,0.007,0.179,0.037,0.654,0.952,0.007,0.180,0.037,0.656,0.818,0.007,0.179,0.037,0.654,0.952,0.441,0.544,-19.614,4.518,0.400,0.558
720,0.758,0.853,0.212,0.000,0.825,0.761,0.858,0.213,0.000,0.633,0.758,0.853,0.212,0.000,0.825,0.440,0.513,81.540,-15.182,0.994,0.427
691,0.183,0.891,0.054,0.025,0.795,0.184,0.897,0.054,0.025,0.590,0.183,0.891,0.054,0.025,0.795,0.434,0.497,13.634,-75.347,0.595,0.026
1336,0.218,0.034,0.796,0.146,0.880,0.219,0.034,0.798,0.147,0.713,0.218,0.034,0.796,0.146,0.880,0.430,0.563,-83.090,-17.297,0.028,0.413
1231,0.862,0.390,0.009,0.751,0.692,0.866,0.392,0.009,0.754,0.439,0.862,0.390,0.009,0.751,0.692,0.427,0.499,27.677,69.048,0.678,0.988
192,0.870,0.063,0.949,0.039,0.719,0.874,0.063,0.951,0.039,0.478,0.870,0.063,0.949,0.039,0.719,0.419,0.460,50.520,31.335,0.812,0.736
1535,0.088,0.100,0.053,0.711,0.923,0.088,0.100,0.053,0.714,0.777,0.088,0.100,0.053,0.711,0.923,0.413,0.570,-20.379,5.437,0.396,0.564
73,0.088,0.904,0.111,0.003,0.792,0.089,0.910,0.111,0.002,0.584,0.088,0.904,0.111,0.003,0.792,0.412,0.453,12.721,-74.545,0.590,0.031
155,0.954,0.003,0.776,0.888,0.582,0.958,0.002,0.778,0.891,0.278,0.954,0.003,0.776,0.888,0.582,0.411,0.430,21.250,32.404,0.640,0.744
823,0.889,0.137,0.073,0.794,0.669,0.893,0.138,0.073,0.797,0.405,0.889,0.137,0.073,0.794,0.669,0.407,0.497,21.264,63.439,0.640,0.950
234,0.777,0.790,0.210,0.012,0.905,0.780,0.794,0.210,0.012,0.749,0.777,0.790,0.210,0.012,0.905,0.404,0.517,81.881,-15.596,0.996,0.424
874,0.048,0.054,0.223,0.744,0.908,0.048,0.055,0.224,0.747,0.754,0.048,0.054,0.223,0.744,0.908,0.398,0.564,-26.622,6.436,0.359,0.571
