# {'N': 3, 'y': [13, 14], 'f': [0, 3], 'M': 4, 'mu_': [12, 12], 'f_': [4, 7], 'n': 1000, 'mu': [11, 11], 'y_': [15, 16], 'x': [8, 10]}
374,0.025,0.026,0.030,5.206,0.003,0.003,0.003,0.572,0.006,0.560,0.497,1.201,2.111,-39.657,-38.566,0.025,0.271
608,0.066,8.627,0.203,1.840,0.008,1.000,0.022,0.201,0.866,0.985,0.005,0.916,0.923,-1.224,18.613,0.444,0.620
692,0.284,0.201,7.373,0.095,0.035,0.023,0.816,0.010,0.992,0.030,0.608,0.869,1.078,5.661,74.601,0.519,0.961
570,1.061,1.037,1.443,2.181,0.129,0.120,0.160,0.239,0.483,0.509,0.507,0.832,6.996,24.391,-5.971,0.723,0.470
401,1.019,0.889,1.430,2.393,0.124,0.103,0.158,0.262,0.438,0.482,0.543,0.824,5.185,23.265,-7.075,0.710,0.463
424,0.928,1.091,1.391,2.358,0.113,0.127,0.154,0.258,0.447,0.509,0.449,0.792,5.460,24.160,-7.584,0.720,0.460
103,2.261,8.125,0.636,0.106,0.275,0.942,0.070,0.011,0.992,0.952,0.173,0.778,0.835,2.929,21.708,0.489,0.639
761,1.061,1.061,1.500,2.121,0.129,0.123,0.166,0.232,0.500,0.500,0.500,0.778,7.136,23.550,-5.550,0.713,0.472
870,0.264,0.264,6.959,0.605,0.032,0.031,0.770,0.066,0.945,0.034,0.499,0.766,1.036,4.196,73.080,0.503,0.952
369,2.000,8.147,1.047,0.017,0.243,0.944,0.116,0.001,0.999,0.921,0.153,0.765,0.811,2.141,21.919,0.480,0.640
394,0.037,0.017,8.061,0.039,0.004,0.002,0.892,0.004,0.997,0.003,0.728,0.763,0.857,6.270,75.860,0.525,0.969
842,8.216,1.398,0.290,1.476,1.000,0.162,0.032,0.162,0.888,0.978,0.893,0.718,0.741,42.535,37.667,0.920,0.736
743,0.006,0.003,7.232,1.036,0.001,0.000,0.800,0.113,0.909,0.001,0.651,0.709,0.886,3.110,73.073,0.491,0.952
855,0.806,0.918,1.607,2.518,0.098,0.106,0.178,0.276,0.430,0.414,0.459,0.703,3.948,21.913,-9.042,0.696,0.451
335,0.520,7.981,2.127,0.803,0.063,0.925,0.235,0.087,0.938,0.835,0.041,0.650,0.754,-0.677,22.176,0.450,0.642
561,0.239,0.204,6.621,1.241,0.029,0.024,0.733,0.136,0.882,0.030,0.550,0.630,0.889,2.306,71.713,0.482,0.944
348,4.634,5.435,0.488,0.166,0.564,0.630,0.054,0.017,0.985,0.957,0.449,0.595,0.970,9.032,24.493,0.555,0.656
178,0.733,8.590,0.039,1.596,0.089,0.996,0.004,0.175,0.883,0.997,0.054,0.593,0.597,-0.644,18.898,0.450,0.622
911,4.075,6.103,0.421,0.291,0.496,0.707,0.046,0.031,0.975,0.963,0.375,0.575,0.850,7.942,24.078,0.544,0.653
377,0.849,0.964,1.044,3.341,0.103,0.112,0.115,0.366,0.293,0.565,0.460,0.566,2.154,4.365,-12.734,0.505,0.429
234,0.020,7.315,0.662,3.078,0.002,0.848,0.073,0.338,0.747,0.943,0.002,0.562,0.664,-1.909,16.652,0.436,0.608
443,3.921,6.199,0.378,0.502,0.477,0.719,0.042,0.054,0.957,0.967,0.359,0.532,0.785,7.708,23.269,0.541,0.648
766,7.373,2.597,0.366,1.157,0.897,0.301,0.040,0.126,0.907,0.970,0.784,0.531,0.620,42.464,35.870,0.919,0.725
65,0.896,7.468,2.547,0.610,0.109,0.866,0.282,0.066,0.951,0.792,0.076,0.530,0.663,-0.667,23.222,0.450,0.648
542,3.566,6.435,0.946,0.195,0.434,0.746,0.105,0.021,0.983,0.919,0.322,0.526,0.726,6.494,23.504,0.528,0.650
719,7.505,2.415,0.680,1.002,0.913,0.280,0.075,0.109,0.920,0.945,0.802,0.519,0.620,42.088,36.505,0.915,0.729
516,7.660,0.152,1.459,2.167,0.932,0.018,0.161,0.237,0.827,0.880,0.987,0.517,0.566,41.577,39.564,0.910,0.748
201,0.825,1.019,1.782,2.350,0.100,0.118,0.197,0.258,0.481,0.404,0.433,0.512,3.238,21.033,-7.659,0.686,0.460
783,0.650,0.802,1.471,3.327,0.079,0.093,0.163,0.365,0.315,0.390,0.433,0.509,1.781,5.567,-15.994,0.518,0.409
172,0.100,0.089,4.260,3.105,0.012,0.010,0.471,0.341,0.599,0.020,0.534,0.508,1.103,17.245,-36.491,0.645,0.284
62,0.420,0.433,6.458,1.190,0.051,0.050,0.715,0.130,0.885,0.059,0.490,0.500,0.752,2.400,70.771,0.483,0.938
856,1.670,7.461,2.080,0.387,0.203,0.865,0.230,0.042,0.969,0.831,0.140,0.497,0.603,0.913,22.930,0.467,0.646
83,6.002,0.356,4.219,0.142,0.731,0.041,0.467,0.015,0.988,0.610,0.962,0.494,0.691,35.668,44.592,0.845,0.778
676,4.625,0.007,5.741,0.112,0.563,0.001,0.635,0.012,0.990,0.432,0.999,0.488,0.769,30.321,52.934,0.787,0.829
296,7.648,0.893,2.194,0.905,0.931,0.104,0.243,0.099,0.928,0.823,0.926,0.479,0.576,40.231,40.695,0.895,0.755
260,0.562,0.492,0.924,4.278,0.068,0.057,0.102,0.469,0.172,0.433,0.542,0.472,1.147,-23.060,-29.800,0.206,0.325
797,0.217,0.198,3.910,3.207,0.026,0.023,0.433,0.352,0.564,0.048,0.529,0.465,1.134,16.355,-35.390,0.635,0.290
554,0.854,0.554,1.274,3.898,0.104,0.064,0.141,0.428,0.252,0.429,0.634,0.458,1.258,-20.047,-27.669,0.239,0.338
678,5.550,0.517,4.467,0.122,0.676,0.060,0.494,0.013,0.989,0.570,0.941,0.454,0.685,35.007,45.523,0.838,0.784
167,6.599,0.671,3.547,0.264,0.803,0.078,0.393,0.028,0.978,0.687,0.935,0.452,0.583,37.426,43.103,0.865,0.769
149,3.519,6.279,1.262,0.028,0.428,0.728,0.140,0.002,0.998,0.889,0.325,0.451,0.621,6.374,24.399,0.527,0.655
496,7.184,1.206,2.765,0.238,0.874,0.140,0.306,0.025,0.981,0.769,0.894,0.449,0.528,39.213,41.582,0.884,0.760
901,0.982,6.965,0.115,3.136,0.119,0.807,0.013,0.344,0.733,0.990,0.089,0.438,0.551,-0.859,16.079,0.448,0.604
949,0.159,0.148,5.039,2.580,0.019,0.017,0.558,0.283,0.699,0.027,0.524,0.434,0.802,-6.241,66.265,0.389,0.911
213,0.541,0.559,6.367,1.162,0.066,0.065,0.705,0.127,0.886,0.077,0.489,0.433,0.677,3.136,70.314,0.491,0.935
421,2.669,7.082,1.425,0.327,0.325,0.821,0.158,0.035,0.973,0.882,0.229,0.433,0.551,3.596,23.323,0.496,0.649
490,0.741,0.680,1.747,3.150,0.090,0.079,0.193,0.345,0.362,0.333,0.528,0.417,1.566,5.282,-17.346,0.515,0.401
791,0.128,0.155,3.530,3.667,0.016,0.018,0.391,0.402,0.488,0.036,0.440,0.409,1.059,14.294,-34.892,0.613,0.293
539,5.718,0.232,0.150,4.493,0.696,0.027,0.016,0.493,0.576,0.983,0.974,0.408,0.600,48.349,24.787,0.983,0.658
433,1.735,7.294,2.084,0.564,0.211,0.846,0.231,0.061,0.954,0.827,0.149,0.405,0.516,1.200,23.773,0.470,0.651
970,1.314,7.208,0.437,2.567,0.160,0.836,0.048,0.281,0.786,0.962,0.115,0.404,0.513,-0.141,16.923,0.456,0.610
219,0.355,0.285,3.212,3.664,0.043,0.033,0.355,0.402,0.461,0.090,0.569,0.403,1.092,12.698,-33.482,0.595,0.302
399,0.664,0.915,0.897,4.073,0.081,0.106,0.099,0.447,0.217,0.573,0.400,0.403,1.102,-22.580,-27.956,0.211,0.336
154,0.844,1.131,1.528,2.408,0.103,0.131,0.169,0.264,0.454,0.475,0.408,0.400,2.484,22.947,-8.319,0.707,0.456
728,0.881,0.957,2.034,2.272,0.107,0.111,0.225,0.249,0.519,0.362,0.474,0.400,2.817,19.054,-7.104,0.665,0.463
525,2.359,7.044,1.829,0.314,0.287,0.817,0.202,0.034,0.974,0.846,0.206,0.397,0.508,2.518,23.770,0.485,0.651
208,0.597,0.562,1.646,3.936,0.073,0.065,0.182,0.432,0.278,0.294,0.519,0.395,1.077,4.386,-21.240,0.505,0.377
465,2.033,2.299,4.444,0.007,0.247,0.267,0.492,0.000,0.999,0.385,0.461,0.395,0.802,13.008,56.686,0.599,0.852
532,0.398,0.297,3.321,3.582,0.048,0.034,0.367,0.393,0.479,0.094,0.592,0.388,1.081,13.570,-33.575,0.605,0.302
669,0.323,0.249,5.666,2.170,0.039,0.029,0.627,0.238,0.768,0.046,0.582,0.388,0.648,-3.452,67.733,0.420,0.920
876,0.360,0.440,0.607,4.674,0.044,0.051,0.067,0.513,0.112,0.479,0.437,0.386,0.822,-27.138,-32.036,0.162,0.311
758,1.262,1.580,5.965,0.201,0.154,0.183,0.660,0.021,0.980,0.208,0.429,0.385,0.602,10.879,61.075,0.576,0.879
187,0.313,0.331,2.946,3.836,0.038,0.038,0.326,0.421,0.421,0.098,0.483,0.384,1.003,11.604,-32.748,0.583,0.307
795,2.230,1.809,4.811,0.047,0.271,0.210,0.532,0.004,0.995,0.343,0.566,0.383,0.726,12.839,57.625,0.597,0.858
801,0.446,0.434,2.805,3.613,0.054,0.050,0.310,0.396,0.428,0.139,0.508,0.382,1.104,11.840,-31.292,0.586,0.315
14,0.991,6.917,2.850,0.784,0.121,0.802,0.315,0.085,0.934,0.753,0.091,0.376,0.524,-1.133,24.266,0.445,0.654
873,0.042,0.023,6.112,2.433,0.005,0.003,0.676,0.267,0.759,0.005,0.682,0.373,0.554,-3.826,69.065,0.415,0.928
132,0.365,0.438,3.335,3.339,0.044,0.051,0.369,0.366,0.504,0.108,0.443,0.372,1.145,14.294,-32.415,0.613,0.309
455,0.499,0.717,0.796,4.437,0.061,0.083,0.088,0.487,0.166,0.529,0.387,0.371,0.872,-24.417,-30.022,0.191,0.323
611,0.952,0.647,1.409,3.328,0.116,0.075,0.156,0.365,0.318,0.436,0.620,0.369,1.272,4.014,-15.370,0.501,0.413
212,1.814,1.513,5.495,0.168,0.221,0.175,0.608,0.018,0.982,0.258,0.557,0.368,0.624,11.834,59.497,0.586,0.869
25,6.469,3.082,0.780,1.172,0.787,0.357,0.086,0.128,0.897,0.931,0.717,0.367,0.524,41.424,34.675,0.908,0.718
82,0.122,0.082,4.131,3.457,0.015,0.009,0.457,0.379,0.557,0.023,0.626,0.366,0.817,16.187,-36.476,0.633,0.284
784,1.087,1.127,1.472,2.106,0.132,0.131,0.163,0.231,0.506,0.520,0.488,0.364,3.636,23.230,-4.816,0.710,0.477
878,5.429,0.476,4.360,0.563,0.661,0.055,0.482,0.061,0.949,0.570,0.944,0.364,0.601,34.207,45.186,0.830,0.782
888,2.243,1.633,5.060,0.124,0.273,0.189,0.560,0.013,0.986,0.319,0.599,0.363,0.663,12.670,58.421,0.595,0.863
