# {'f_': [4, 7], 'mu_': [13, 13], 'n': 1207, 'N': 4, 'M': 4, 'mu': [12, 12], 'x': [8, 11], 'f': [0, 3]}
472,0.007,0.044,0.023,3.904,0.007,0.044,0.023,0.983,0.007,0.044,0.023,3.904,2.214,2.269
845,0.099,0.002,0.845,2.134,0.100,0.002,0.862,0.632,0.099,0.002,0.845,2.134,0.931,1.083
844,0.841,0.023,0.059,2.202,0.848,0.023,0.060,0.646,0.841,0.023,0.059,2.202,0.911,1.104
689,0.006,0.034,0.885,2.281,0.005,0.034,0.902,0.662,0.006,0.034,0.885,2.281,0.888,0.989
1080,0.804,0.140,0.004,2.141,0.810,0.141,0.004,0.634,0.804,0.140,0.004,2.141,0.826,1.025
197,0.011,0.801,0.809,0.824,0.011,0.808,0.825,0.373,0.011,0.801,0.809,0.824,0.815,1.001
161,0.808,0.822,0.111,0.562,0.814,0.828,0.113,0.321,0.808,0.822,0.111,0.562,0.796,1.114
344,0.809,0.029,0.080,2.231,0.816,0.029,0.081,0.652,0.809,0.029,0.080,2.231,0.788,1.002
1162,0.796,0.126,0.011,2.203,0.802,0.126,0.011,0.646,0.796,0.126,0.011,2.203,0.783,0.989
1092,0.809,0.857,0.080,0.575,0.815,0.864,0.082,0.324,0.809,0.857,0.080,0.575,0.751,0.961
51,0.802,0.005,0.804,0.850,0.808,0.005,0.819,0.378,0.802,0.005,0.804,0.850,0.741,0.910
417,0.784,0.144,0.005,2.223,0.791,0.145,0.005,0.650,0.784,0.144,0.005,2.223,0.739,0.940
893,0.019,0.133,0.793,2.190,0.019,0.134,0.808,0.644,0.019,0.133,0.793,2.190,0.738,0.936
160,0.800,0.852,0.852,-0.942,0.806,0.859,0.868,0.023,0.800,0.852,0.852,-0.942,0.722,0.855
838,0.837,0.800,0.848,-0.922,0.844,0.806,0.865,0.027,0.837,0.800,0.848,-0.922,0.720,0.860
287,0.829,0.899,0.003,0.708,0.835,0.906,0.003,0.350,0.829,0.899,0.003,0.708,0.717,0.794
142,0.002,0.853,0.770,0.901,0.001,0.859,0.785,0.388,0.002,0.853,0.770,0.901,0.699,0.814
641,0.017,0.831,0.771,0.904,0.017,0.838,0.786,0.389,0.017,0.831,0.771,0.904,0.692,0.843
559,0.006,0.862,0.080,2.166,0.006,0.869,0.081,0.639,0.006,0.862,0.080,2.166,0.640,0.741
924,0.060,0.792,0.034,2.337,0.061,0.798,0.035,0.673,0.060,0.792,0.034,2.337,0.639,0.837
949,0.866,0.783,0.104,0.641,0.873,0.789,0.106,0.337,0.866,0.783,0.104,0.641,0.613,0.800
1007,0.851,0.842,0.091,0.468,0.858,0.849,0.093,0.302,0.851,0.842,0.091,0.468,0.600,0.784
1030,0.120,0.054,0.819,2.060,0.121,0.054,0.834,0.618,0.120,0.054,0.819,2.060,0.575,0.738
230,0.820,0.769,0.141,0.687,0.827,0.775,0.144,0.346,0.820,0.769,0.141,0.687,0.563,0.824
640,0.177,0.042,0.762,2.233,0.178,0.042,0.776,0.652,0.177,0.042,0.762,2.233,0.536,0.731
1176,0.022,0.746,0.002,2.719,0.022,0.751,0.002,0.749,0.022,0.746,0.002,2.719,0.534,0.713
180,0.832,0.798,0.764,-0.586,0.839,0.804,0.779,0.094,0.832,0.798,0.764,-0.586,0.534,0.716
858,0.239,0.821,0.002,1.937,0.241,0.827,0.002,0.593,0.239,0.821,0.002,1.937,0.529,0.641
251,0.773,0.820,0.893,-0.707,0.779,0.826,0.910,0.070,0.773,0.820,0.893,-0.707,0.519,0.618
615,0.016,0.799,0.239,2.002,0.016,0.805,0.244,0.606,0.016,0.799,0.239,2.002,0.503,0.638
58,0.861,0.793,0.774,-0.654,0.867,0.799,0.789,0.080,0.861,0.793,0.774,-0.654,0.500,0.635
859,0.783,0.823,0.159,0.559,0.790,0.829,0.162,0.320,0.783,0.823,0.159,0.559,0.500,0.750
824,0.065,0.838,0.126,1.979,0.065,0.845,0.128,0.602,0.065,0.838,0.126,1.979,0.493,0.632
623,0.118,0.838,0.100,1.920,0.118,0.844,0.102,0.590,0.118,0.838,0.100,1.920,0.488,0.658
303,0.887,0.805,0.812,-0.854,0.894,0.811,0.828,0.040,0.887,0.805,0.812,-0.854,0.486,0.570
747,0.768,0.800,0.204,0.647,0.774,0.807,0.208,0.338,0.768,0.800,0.204,0.647,0.478,0.798
186,0.049,0.803,0.199,1.969,0.049,0.809,0.203,0.600,0.049,0.803,0.199,1.969,0.475,0.625
109,0.176,0.819,0.092,1.855,0.178,0.825,0.094,0.577,0.176,0.819,0.092,1.855,0.473,0.647
999,0.153,0.010,0.745,2.434,0.155,0.010,0.760,0.692,0.153,0.010,0.745,2.434,0.471,0.628
515,0.767,0.872,0.070,0.813,0.773,0.879,0.072,0.371,0.767,0.872,0.070,0.813,0.470,0.582
420,0.092,0.804,0.123,2.023,0.093,0.810,0.125,0.611,0.092,0.804,0.123,2.023,0.463,0.645
476,0.061,0.820,0.833,0.607,0.062,0.826,0.849,0.330,0.061,0.820,0.833,0.607,0.462,0.588
41,0.061,0.114,0.755,2.379,0.061,0.114,0.770,0.681,0.061,0.114,0.755,2.379,0.461,0.651
622,0.775,0.755,0.857,-0.440,0.781,0.761,0.874,0.122,0.775,0.755,0.857,-0.440,0.457,0.608
19,0.042,0.758,0.851,0.918,0.042,0.764,0.868,0.392,0.042,0.758,0.851,0.918,0.457,0.553
114,0.063,0.823,0.803,0.683,0.064,0.830,0.819,0.345,0.063,0.823,0.803,0.683,0.453,0.592
317,0.792,0.066,0.114,2.156,0.798,0.067,0.116,0.637,0.792,0.066,0.114,2.156,0.452,0.618
654,0.145,0.026,0.160,3.360,0.146,0.026,0.163,0.875,0.145,0.026,0.160,3.360,0.452,0.532
196,0.153,0.809,0.792,0.572,0.154,0.816,0.807,0.323,0.153,0.809,0.792,0.572,0.450,0.680
912,0.190,0.810,0.156,1.713,0.191,0.816,0.159,0.549,0.190,0.810,0.156,1.713,0.449,0.684
1012,0.157,0.871,0.031,1.960,0.158,0.877,0.031,0.598,0.157,0.871,0.031,1.960,0.449,0.531
393,0.109,0.195,0.814,1.801,0.110,0.196,0.829,0.566,0.109,0.195,0.814,1.801,0.448,0.623
42,0.885,0.807,0.088,0.589,0.892,0.814,0.090,0.326,0.885,0.807,0.088,0.589,0.446,0.556
875,0.044,0.849,0.815,0.630,0.045,0.856,0.831,0.334,0.044,0.849,0.815,0.630,0.443,0.546
55,0.013,0.179,0.017,3.608,0.013,0.181,0.018,0.925,0.013,0.179,0.017,3.608,0.441,0.483
82,0.134,0.795,0.835,0.527,0.135,0.801,0.851,0.314,0.134,0.795,0.835,0.527,0.440,0.615
517,0.751,0.774,0.174,0.934,0.757,0.780,0.177,0.395,0.751,0.774,0.174,0.934,0.439,0.728
855,0.793,0.105,0.177,1.923,0.799,0.106,0.181,0.591,0.793,0.105,0.177,1.923,0.438,0.632
899,0.003,0.136,0.041,3.673,0.003,0.137,0.042,0.938,0.003,0.136,0.041,3.673,0.438,0.468
283,0.171,0.792,0.145,1.846,0.173,0.798,0.148,0.575,0.171,0.792,0.145,1.846,0.436,0.670
528,0.050,0.845,0.849,0.553,0.050,0.852,0.866,0.319,0.050,0.845,0.849,0.553,0.435,0.534
902,0.756,0.011,0.102,2.483,0.762,0.011,0.104,0.702,0.756,0.011,0.102,2.483,0.435,0.579
1169,0.222,0.023,0.829,1.900,0.224,0.023,0.845,0.586,0.222,0.023,0.829,1.900,0.434,0.529
966,0.165,0.769,0.158,1.950,0.166,0.775,0.161,0.596,0.165,0.769,0.158,1.950,0.433,0.705
1043,0.168,0.850,0.779,0.517,0.169,0.856,0.794,0.312,0.168,0.850,0.779,0.517,0.433,0.630
968,0.778,0.103,0.176,2.008,0.784,0.104,0.179,0.608,0.778,0.103,0.176,2.008,0.430,0.632
83,0.126,0.891,0.014,2.086,0.127,0.898,0.014,0.623,0.126,0.891,0.014,2.086,0.428,0.484
916,0.079,0.031,0.180,3.469,0.079,0.031,0.183,0.897,0.079,0.031,0.180,3.469,0.427,0.493
596,0.787,0.081,0.829,0.705,0.794,0.081,0.844,0.349,0.787,0.081,0.829,0.705,0.426,0.558
648,0.755,0.869,0.040,0.943,0.761,0.876,0.040,0.397,0.755,0.869,0.040,0.943,0.422,0.504
1011,0.817,0.130,0.202,1.730,0.824,0.131,0.205,0.553,0.817,0.130,0.202,1.730,0.421,0.607
934,0.141,0.117,0.840,1.823,0.142,0.117,0.857,0.571,0.141,0.117,0.840,1.823,0.420,0.568
468,0.204,0.833,0.843,0.256,0.206,0.839,0.859,0.260,0.204,0.833,0.843,0.256,0.419,0.642
