# {'y': [13, 14], 'N': 4, 'n': 1207, 'M': 4, 'f': [0, 3], 'x': [8, 11], 'f_': [4, 7], 'y_': [15, 16], 'mu': [12, 12]}
472,0.007,0.044,0.023,3.904,0.007,0.044,0.023,0.983,0.007,0.044,0.023,3.904,2.214,-21.611,37.816,0.355,0.796
845,0.099,0.002,0.845,2.134,0.100,0.002,0.862,0.632,0.099,0.002,0.845,2.134,0.931,43.099,10.151,0.859,0.587
844,0.841,0.023,0.059,2.202,0.848,0.023,0.060,0.646,0.841,0.023,0.059,2.202,0.911,51.351,35.050,0.923,0.775
689,0.006,0.034,0.885,2.281,0.005,0.034,0.902,0.662,0.006,0.034,0.885,2.281,0.888,-34.834,25.129,0.252,0.700
1080,0.804,0.140,0.004,2.141,0.810,0.141,0.004,0.634,0.804,0.140,0.004,2.141,0.826,46.715,38.985,0.887,0.805
197,0.011,0.801,0.809,0.824,0.011,0.808,0.825,0.373,0.011,0.801,0.809,0.824,0.815,-0.806,-44.046,0.517,0.176
161,0.808,0.822,0.111,0.562,0.814,0.828,0.113,0.321,0.808,0.822,0.111,0.562,0.796,-60.726,-38.561,0.051,0.218
344,0.809,0.029,0.080,2.231,0.816,0.029,0.081,0.652,0.809,0.029,0.080,2.231,0.788,52.341,33.320,0.931,0.762
1162,0.796,0.126,0.011,2.203,0.802,0.126,0.011,0.646,0.796,0.126,0.011,2.203,0.783,29.656,36.217,0.754,0.784
1092,0.809,0.857,0.080,0.575,0.815,0.864,0.082,0.324,0.809,0.857,0.080,0.575,0.751,-47.278,22.280,0.155,0.678
51,0.802,0.005,0.804,0.850,0.808,0.005,0.819,0.378,0.802,0.005,0.804,0.850,0.741,56.721,-23.348,0.965,0.333
417,0.784,0.144,0.005,2.223,0.791,0.145,0.005,0.650,0.784,0.144,0.005,2.223,0.739,29.654,36.853,0.754,0.789
893,0.019,0.133,0.793,2.190,0.019,0.134,0.808,0.644,0.019,0.133,0.793,2.190,0.738,23.773,10.527,0.709,0.590
160,0.800,0.852,0.852,-0.942,0.806,0.859,0.868,0.023,0.800,0.852,0.852,-0.942,0.722,-32.117,-43.290,0.273,0.182
838,0.837,0.800,0.848,-0.922,0.844,0.806,0.865,0.027,0.837,0.800,0.848,-0.922,0.720,-31.592,-44.107,0.278,0.176
287,0.829,0.899,0.003,0.708,0.835,0.906,0.003,0.350,0.829,0.899,0.003,0.708,0.717,-42.010,-16.517,0.196,0.385
142,0.002,0.853,0.770,0.901,0.001,0.859,0.785,0.388,0.002,0.853,0.770,0.901,0.699,-1.901,-44.550,0.509,0.173
641,0.017,0.831,0.771,0.904,0.017,0.838,0.786,0.389,0.017,0.831,0.771,0.904,0.692,-2.271,-50.861,0.506,0.125
559,0.006,0.862,0.080,2.166,0.006,0.869,0.081,0.639,0.006,0.862,0.080,2.166,0.640,28.498,-55.579,0.745,0.089
924,0.060,0.792,0.034,2.337,0.061,0.798,0.035,0.673,0.060,0.792,0.034,2.337,0.639,-2.844,-13.920,0.501,0.404
949,0.866,0.783,0.104,0.641,0.873,0.789,0.106,0.337,0.866,0.783,0.104,0.641,0.613,-42.042,-17.435,0.196,0.378
1007,0.851,0.842,0.091,0.468,0.858,0.849,0.093,0.302,0.851,0.842,0.091,0.468,0.600,-51.886,-38.724,0.120,0.217
1030,0.120,0.054,0.819,2.060,0.121,0.054,0.834,0.618,0.120,0.054,0.819,2.060,0.575,20.340,8.790,0.682,0.576
230,0.820,0.769,0.141,0.687,0.827,0.775,0.144,0.346,0.820,0.769,0.141,0.687,0.563,-53.185,-30.314,0.109,0.280
640,0.177,0.042,0.762,2.233,0.178,0.042,0.776,0.652,0.177,0.042,0.762,2.233,0.536,16.415,11.659,0.651,0.598
180,0.832,0.798,0.764,-0.586,0.839,0.804,0.779,0.094,0.832,0.798,0.764,-0.586,0.534,-23.464,-36.384,0.341,0.234
1176,0.022,0.746,0.002,2.719,0.022,0.751,0.002,0.749,0.022,0.746,0.002,2.719,0.534,29.932,-51.149,0.756,0.123
858,0.239,0.821,0.002,1.937,0.241,0.827,0.002,0.593,0.239,0.821,0.002,1.937,0.529,18.152,-37.503,0.665,0.226
251,0.773,0.820,0.893,-0.707,0.779,0.826,0.910,0.070,0.773,0.820,0.893,-0.707,0.519,-22.559,-36.115,0.348,0.236
615,0.016,0.799,0.239,2.002,0.016,0.805,0.244,0.606,0.016,0.799,0.239,2.002,0.503,17.447,-25.559,0.659,0.316
58,0.861,0.793,0.774,-0.654,0.867,0.799,0.789,0.080,0.861,0.793,0.774,-0.654,0.500,-31.976,-45.130,0.275,0.168
859,0.783,0.823,0.159,0.559,0.790,0.829,0.162,0.320,0.783,0.823,0.159,0.559,0.500,-60.421,-37.820,0.053,0.224
824,0.065,0.838,0.126,1.979,0.065,0.845,0.128,0.602,0.065,0.838,0.126,1.979,0.493,13.755,-63.965,0.631,0.026
623,0.118,0.838,0.100,1.920,0.118,0.844,0.102,0.590,0.118,0.838,0.100,1.920,0.488,24.942,-65.082,0.718,0.017
303,0.887,0.805,0.812,-0.854,0.894,0.811,0.828,0.040,0.887,0.805,0.812,-0.854,0.486,-21.242,-33.627,0.358,0.255
747,0.768,0.800,0.204,0.647,0.774,0.807,0.208,0.338,0.768,0.800,0.204,0.647,0.478,-60.418,-25.681,0.053,0.315
186,0.049,0.803,0.199,1.969,0.049,0.809,0.203,0.600,0.049,0.803,0.199,1.969,0.475,23.652,-51.694,0.708,0.119
109,0.176,0.819,0.092,1.855,0.178,0.825,0.094,0.577,0.176,0.819,0.092,1.855,0.473,21.508,-60.989,0.691,0.048
999,0.153,0.010,0.745,2.434,0.155,0.010,0.760,0.692,0.153,0.010,0.745,2.434,0.471,47.117,10.506,0.890,0.589
515,0.767,0.872,0.070,0.813,0.773,0.879,0.072,0.371,0.767,0.872,0.070,0.813,0.470,2.430,4.554,0.542,0.544
420,0.092,0.804,0.123,2.023,0.093,0.810,0.125,0.611,0.092,0.804,0.123,2.023,0.463,32.077,-54.457,0.773,0.098
476,0.061,0.820,0.833,0.607,0.062,0.826,0.849,0.330,0.061,0.820,0.833,0.607,0.462,-48.375,15.275,0.147,0.625
41,0.061,0.114,0.755,2.379,0.061,0.114,0.770,0.681,0.061,0.114,0.755,2.379,0.461,-2.324,60.480,0.505,0.968
19,0.042,0.758,0.851,0.918,0.042,0.764,0.868,0.392,0.042,0.758,0.851,0.918,0.457,-3.460,-50.613,0.497,0.127
622,0.775,0.755,0.857,-0.440,0.781,0.761,0.874,0.122,0.775,0.755,0.857,-0.440,0.457,-12.352,25.211,0.427,0.701
114,0.063,0.823,0.803,0.683,0.064,0.830,0.819,0.345,0.063,0.823,0.803,0.683,0.453,-0.932,-41.983,0.516,0.192
317,0.792,0.066,0.114,2.156,0.798,0.067,0.116,0.637,0.792,0.066,0.114,2.156,0.452,24.693,29.330,0.716,0.732
654,0.145,0.026,0.160,3.360,0.146,0.026,0.163,0.875,0.145,0.026,0.160,3.360,0.452,17.251,48.431,0.658,0.876
196,0.153,0.809,0.792,0.572,0.154,0.816,0.807,0.323,0.153,0.809,0.792,0.572,0.450,-0.172,-33.996,0.522,0.253
912,0.190,0.810,0.156,1.713,0.191,0.816,0.159,0.549,0.190,0.810,0.156,1.713,0.449,-35.252,15.213,0.249,0.625
