# {'y': [16, 17], 'n': 1903, 'mu': [15, 15], 'f_': [5, 9], 'f': [0, 4], 'N': 5, 'y_': [18, 19], 'x': [10, 14], 'M': 5}
370,0.023,0.010,0.174,0.046,4.558,0.023,0.010,0.174,0.046,0.939,0.023,0.010,0.174,0.046,4.558,1.178,14.707,38.150,0.546,0.703
627,0.014,0.861,0.111,0.007,3.077,0.014,0.865,0.111,0.007,0.675,0.014,0.861,0.111,0.007,3.077,1.013,13.853,17.442,0.541,0.565
792,0.017,0.002,0.042,0.238,4.469,0.017,0.001,0.042,0.238,0.923,0.017,0.002,0.042,0.238,4.469,0.849,80.596,-5.814,0.907,0.409
954,0.032,0.784,0.140,0.039,3.151,0.032,0.788,0.140,0.039,0.688,0.032,0.784,0.140,0.039,3.151,0.837,4.229,59.586,0.489,0.846
1840,0.864,0.842,0.112,0.080,1.308,0.866,0.845,0.112,0.080,0.360,0.864,0.842,0.112,0.080,1.308,0.734,1.572,-59.373,0.474,0.052
1316,0.798,0.020,0.164,0.016,3.082,0.800,0.020,0.164,0.016,0.676,0.798,0.020,0.164,0.016,3.082,0.725,43.933,-30.216,0.706,0.246
882,0.050,0.132,0.878,0.148,2.747,0.050,0.133,0.879,0.148,0.616,0.050,0.132,0.878,0.148,2.747,0.698,60.211,8.763,0.795,0.507
1027,0.003,0.872,0.788,0.127,1.608,0.003,0.876,0.789,0.127,0.413,0.003,0.872,0.788,0.127,1.608,0.691,-38.816,6.600,0.253,0.492
255,0.802,0.815,0.029,0.348,1.082,0.805,0.818,0.029,0.348,0.320,0.802,0.815,0.029,0.348,1.082,0.679,-44.039,-25.308,0.224,0.279
1751,0.194,0.010,0.034,0.140,4.336,0.194,0.010,0.034,0.140,0.899,0.194,0.010,0.034,0.140,4.336,0.679,30.363,30.481,0.632,0.652
1685,0.923,0.846,0.032,0.040,1.690,0.926,0.850,0.032,0.040,0.428,0.923,0.846,0.032,0.040,1.690,0.677,-40.845,-19.443,0.242,0.318
258,0.777,0.790,0.210,0.012,1.625,0.779,0.793,0.210,0.012,0.416,0.777,0.790,0.210,0.012,1.625,0.661,-39.281,-21.350,0.250,0.306
679,0.087,0.041,0.135,0.037,4.486,0.087,0.041,0.135,0.036,0.926,0.087,0.041,0.135,0.037,4.486,0.653,17.474,37.642,0.561,0.700
388,0.235,0.105,0.825,0.102,2.588,0.235,0.105,0.826,0.102,0.588,0.235,0.105,0.825,0.102,2.588,0.641,-50.069,28.090,0.191,0.636
520,0.784,0.075,0.001,0.044,3.339,0.786,0.075,0.000,0.044,0.722,0.784,0.075,0.001,0.044,3.339,0.633,-74.954,-9.636,0.055,0.384
758,0.758,0.853,0.212,0.000,1.569,0.760,0.857,0.213,0.000,0.406,0.758,0.853,0.212,0.000,1.569,0.612,-35.428,-21.390,0.271,0.305
437,0.129,0.140,0.830,0.260,2.310,0.129,0.141,0.831,0.260,0.538,0.129,0.140,0.830,0.260,2.310,0.608,17.727,72.549,0.563,0.933
880,0.144,0.130,0.831,0.256,2.307,0.144,0.130,0.832,0.257,0.538,0.144,0.130,0.831,0.256,2.307,0.604,39.778,4.717,0.683,0.480
806,0.053,0.188,0.905,0.040,2.892,0.053,0.189,0.906,0.040,0.642,0.053,0.188,0.905,0.040,2.892,0.588,41.082,4.326,0.690,0.477
1374,0.218,0.034,0.796,0.146,2.761,0.218,0.034,0.797,0.146,0.619,0.218,0.034,0.796,0.146,2.761,0.584,58.630,12.522,0.787,0.532
297,0.887,0.046,0.043,0.017,3.193,0.889,0.046,0.043,0.017,0.696,0.887,0.046,0.043,0.017,3.193,0.562,-66.866,-7.869,0.099,0.396
113,0.798,0.099,0.775,0.072,1.740,0.800,0.099,0.776,0.072,0.437,0.798,0.099,0.775,0.072,1.740,0.559,-76.165,9.365,0.048,0.511
464,0.803,0.883,0.809,0.074,0.061,0.805,0.887,0.810,0.074,0.138,0.803,0.883,0.809,0.074,0.061,0.555,11.307,-57.345,0.527,0.065
1785,0.167,0.827,0.047,0.161,2.672,0.168,0.831,0.047,0.161,0.603,0.167,0.827,0.047,0.161,2.672,0.552,-17.231,19.245,0.371,0.577
1292,0.190,0.864,0.830,0.059,1.198,0.190,0.868,0.832,0.059,0.340,0.190,0.864,0.830,0.059,1.198,0.550,59.184,0.515,0.790,0.452
