# {'f_': [2, 3], 'y_': [9, 10], 'x': [4, 4], 'y': [7, 8], 'f': [0, 1], 'N': 1, 'M': 2, 'mu_': [6, 6], 'n': 500, 'mu': [5, 5]}
282,0.043,0.957,0.042,0.957,0.043,1.000,1.093,3.832,-55.880,0.461,0.046
324,0.501,0.319,0.501,0.318,0.501,1.000,5.464,-24.194,6.180,0.006,0.698
418,0.504,0.316,0.504,0.315,0.504,1.000,5.291,-24.286,6.699,0.004,0.704
112,0.911,0.088,0.912,0.087,0.911,1.000,1.212,26.389,27.747,0.827,0.925
115,0.984,0.016,0.985,0.015,0.984,1.000,1.031,35.785,21.559,0.980,0.860
137,0.988,0.012,0.989,0.011,0.988,1.000,1.022,36.504,21.879,0.992,0.863
145,0.996,0.004,0.997,0.003,0.996,1.000,1.006,37.010,21.371,1.000,0.858
286,0.977,0.023,0.978,0.022,0.977,1.000,1.046,35.195,22.018,0.970,0.865
313,0.993,0.007,0.994,0.006,0.993,1.000,1.012,36.458,21.022,0.991,0.854
365,0.999,0.001,1.000,0.000,0.999,1.000,1.000,36.962,20.954,0.999,0.854
24,0.975,0.025,0.976,0.024,0.975,1.000,1.050,35.000,22.223,0.967,0.867
297,0.995,0.005,0.996,0.004,0.995,1.000,1.008,37.021,21.619,1.000,0.861
375,0.987,0.013,0.988,0.012,0.987,1.000,1.025,36.455,22.002,0.991,0.865
452,0.991,0.009,0.992,0.008,0.991,1.000,1.016,36.296,21.114,0.988,0.855
290,0.982,0.018,0.983,0.017,0.982,1.000,1.035,35.964,22.178,0.983,0.867
331,0.974,0.026,0.975,0.025,0.974,1.000,1.053,35.146,22.676,0.970,0.872
272,0.985,0.015,0.986,0.014,0.985,1.000,1.029,35.851,21.461,0.981,0.859
326,0.978,0.022,0.979,0.021,0.978,1.000,1.044,35.592,22.411,0.977,0.869
2,0.970,0.030,0.972,0.028,0.970,0.983,1.042,34.481,22.615,0.959,0.871
110,0.969,0.031,0.970,0.030,0.969,0.983,1.045,34.581,23.027,0.960,0.875
16,0.967,0.033,0.968,0.032,0.967,0.982,1.049,34.096,22.858,0.952,0.874
28,0.899,0.100,0.900,0.099,0.899,0.982,1.226,24.620,28.692,0.799,0.935
180,0.965,0.035,0.966,0.034,0.965,0.981,1.053,34.051,23.345,0.952,0.879
183,0.963,0.037,0.964,0.036,0.963,0.981,1.057,33.598,23.223,0.944,0.878
299,0.960,0.039,0.962,0.038,0.960,0.980,1.061,33.463,23.725,0.942,0.883
225,0.959,0.041,0.960,0.040,0.959,0.979,1.064,33.076,23.572,0.936,0.881
197,0.891,0.108,0.892,0.107,0.891,0.979,1.247,23.470,29.388,0.780,0.942
411,0.956,0.044,0.957,0.043,0.956,0.978,1.070,32.879,24.120,0.933,0.887
77,0.955,0.045,0.956,0.044,0.955,0.977,1.072,32.510,23.873,0.927,0.884
252,0.088,0.912,0.087,0.912,0.088,0.977,1.184,7.188,-49.322,0.515,0.115
168,0.001,0.999,0.000,1.000,0.001,0.977,0.977,1.524,-60.304,0.423,0.000
425,0.953,0.047,0.954,0.046,0.953,0.976,1.075,32.448,24.387,0.926,0.890
279,0.091,0.909,0.090,0.909,0.091,0.976,1.192,7.373,-48.825,0.518,0.121
162,0.003,0.997,0.002,0.998,0.003,0.976,0.980,1.311,-59.977,0.420,0.003
255,0.951,0.049,0.952,0.048,0.951,0.975,1.079,31.950,24.243,0.918,0.888
414,0.950,0.050,0.951,0.049,0.950,0.974,1.080,32.027,24.680,0.919,0.893
341,0.005,0.995,0.004,0.996,0.005,0.974,0.982,1.930,-60.217,0.430,0.001
148,0.947,0.053,0.948,0.052,0.947,0.972,1.085,31.428,24.659,0.909,0.893
359,0.008,0.992,0.007,0.993,0.008,0.972,0.986,2.155,-60.025,0.434,0.003
369,0.946,0.054,0.947,0.053,0.946,0.971,1.087,31.444,24.981,0.909,0.896
350,0.009,0.991,0.008,0.992,0.009,0.971,0.987,1.498,-59.534,0.423,0.008
88,0.011,0.989,0.011,0.989,0.011,0.969,0.991,1.624,-59.387,0.425,0.010
206,0.012,0.988,0.011,0.989,0.012,0.969,0.991,2.342,-59.715,0.437,0.006
368,0.942,0.058,0.943,0.057,0.942,0.968,1.092,30.917,25.301,0.901,0.899
235,0.941,0.059,0.942,0.058,0.941,0.967,1.094,30.598,25.147,0.896,0.898
19,0.939,0.060,0.941,0.059,0.939,0.966,1.095,30.562,25.632,0.895,0.903
441,0.105,0.895,0.104,0.895,0.105,0.965,1.220,8.166,-46.645,0.531,0.143
229,0.887,0.112,0.888,0.111,0.887,0.965,1.242,22.867,29.708,0.770,0.946
171,0.107,0.893,0.106,0.893,0.107,0.964,1.225,8.598,-46.417,0.538,0.146
82,0.016,0.984,0.015,0.985,0.016,0.964,0.994,2.388,-59.312,0.437,0.010
460,0.016,0.984,0.015,0.985,0.016,0.964,0.994,1.871,-58.992,0.429,0.014
