# {'n':578, 'M':3, 'N':3, 'f':[0,2], 'f_':[3,5], 'x':[6,8]}
0,0.873,0.818,0.380,0.942,0.869,0.272,0.873,0.818,0.380
1,0.798,0.158,0.856,0.861,0.167,0.822,0.798,0.158,0.856
2,0.347,0.919,0.552,0.375,0.975,0.471,0.347,0.919,0.552
3,0.211,0.869,0.623,0.227,0.922,0.553,0.211,0.869,0.623
4,0.003,0.769,0.946,0.003,0.816,0.926,0.003,0.769,0.946
5,0.037,0.823,0.761,0.040,0.873,0.712,0.037,0.823,0.761
6,0.879,0.007,0.596,0.948,0.007,0.522,0.879,0.007,0.596
7,0.817,0.338,0.754,0.881,0.358,0.704,0.817,0.338,0.754
8,0.846,0.397,0.644,0.912,0.421,0.577,0.846,0.397,0.644
9,0.284,0.413,0.956,0.306,0.438,0.938,0.284,0.413,0.956
10,0.354,0.873,0.578,0.382,0.927,0.501,0.354,0.873,0.578
11,0.124,0.851,0.672,0.133,0.904,0.609,0.124,0.851,0.672
12,0.006,0.356,0.972,0.007,0.378,0.955,0.006,0.356,0.972
13,0.002,0.303,0.986,0.002,0.322,0.972,0.002,0.303,0.986
14,0.847,0.076,0.683,0.913,0.080,0.622,0.847,0.076,0.683
15,0.773,0.003,0.931,0.834,0.003,0.909,0.773,0.003,0.931
16,0.024,0.335,0.978,0.026,0.355,0.963,0.024,0.335,0.978
17,0.878,0.070,0.603,0.947,0.074,0.530,0.878,0.070,0.603
18,0.780,0.076,0.914,0.841,0.081,0.889,0.780,0.076,0.914
19,0.254,0.285,0.990,0.274,0.303,0.977,0.254,0.285,0.990
20,0.284,0.371,0.959,0.307,0.394,0.941,0.284,0.371,0.959
21,0.340,0.369,0.944,0.366,0.391,0.923,0.340,0.369,0.944
22,0.434,0.835,0.684,0.468,0.886,0.623,0.434,0.835,0.684
23,0.850,0.830,0.397,0.917,0.881,0.292,0.850,0.830,0.397
24,0.791,0.788,0.753,0.853,0.836,0.703,0.791,0.788,0.753
25,0.251,0.312,0.983,0.271,0.331,0.969,0.251,0.312,0.983
26,0.325,0.246,0.980,0.350,0.261,0.966,0.325,0.246,0.980
27,0.270,0.767,0.945,0.291,0.815,0.925,0.270,0.767,0.945
28,0.792,0.845,0.550,0.854,0.897,0.468,0.792,0.845,0.550
29,0.823,0.179,0.766,0.888,0.190,0.718,0.823,0.179,0.766
30,0.324,0.911,0.552,0.349,0.967,0.471,0.324,0.911,0.552
31,0.315,0.874,0.587,0.340,0.928,0.511,0.315,0.874,0.587
32,0.320,0.841,0.675,0.345,0.893,0.613,0.320,0.841,0.675
33,0.337,0.871,0.587,0.363,0.925,0.511,0.337,0.871,0.587
34,0.016,0.258,0.999,0.018,0.273,0.988,0.016,0.258,0.999
35,0.379,0.876,0.568,0.408,0.930,0.489,0.379,0.876,0.568
36,0.244,0.395,0.966,0.263,0.419,0.949,0.244,0.395,0.966
37,0.430,0.822,0.729,0.464,0.872,0.675,0.430,0.822,0.729
38,0.321,0.286,0.971,0.346,0.304,0.955,0.321,0.286,0.971
39,0.011,0.844,0.687,0.012,0.896,0.626,0.011,0.844,0.687
40,0.004,0.070,1.006,0.004,0.074,0.995,0.004,0.070,1.006
41,0.847,0.935,0.287,0.913,0.993,0.165,0.847,0.935,0.287
42,0.866,0.232,0.627,0.934,0.246,0.557,0.866,0.232,0.627
43,0.004,0.375,0.968,0.005,0.398,0.951,0.004,0.375,0.968
44,0.294,0.379,0.955,0.318,0.402,0.937,0.294,0.379,0.955
45,0.303,0.019,0.987,0.327,0.020,0.973,0.303,0.019,0.987
46,0.814,0.806,0.608,0.878,0.855,0.535,0.814,0.806,0.608
47,0.043,0.772,0.939,0.046,0.819,0.918,0.043,0.772,0.939
48,0.388,0.795,0.824,0.418,0.844,0.785,0.388,0.795,0.824
49,0.303,0.343,0.960,0.327,0.364,0.942,0.303,0.343,0.960
50,0.309,0.277,0.978,0.333,0.294,0.962,0.309,0.277,0.978
51,0.901,0.768,0.519,0.972,0.815,0.433,0.901,0.768,0.519
52,0.871,0.349,0.585,0.939,0.370,0.509,0.871,0.349,0.585
53,0.792,0.168,0.876,0.855,0.179,0.845,0.792,0.168,0.876
54,0.334,0.398,0.942,0.360,0.423,0.921,0.334,0.398,0.942
55,0.789,0.298,0.866,0.851,0.316,0.833,0.789,0.298,0.866
56,0.827,0.815,0.528,0.892,0.865,0.443,0.827,0.815,0.528
57,0.272,0.010,0.995,0.293,0.011,0.983,0.272,0.010,0.995
58,0.275,0.262,0.991,0.297,0.278,0.978,0.275,0.262,0.991
59,0.768,0.918,0.526,0.828,0.975,0.441,0.768,0.918,0.526
60,0.861,0.314,0.619,0.928,0.333,0.548,0.861,0.314,0.619
61,0.777,0.431,0.885,0.838,0.458,0.855,0.777,0.431,0.885
62,0.096,0.803,0.835,0.103,0.853,0.798,0.096,0.803,0.835
63,0.853,0.285,0.649,0.920,0.302,0.583,0.853,0.285,0.649
64,0.027,0.318,0.983,0.029,0.338,0.969,0.027,0.318,0.983
65,0.839,0.803,0.528,0.905,0.853,0.443,0.839,0.803,0.528
66,0.335,0.281,0.969,0.361,0.299,0.952,0.335,0.281,0.969
67,0.855,0.380,0.619,0.922,0.403,0.548,0.855,0.380,0.619
68,0.039,0.894,0.579,0.042,0.949,0.502,0.039,0.894,0.579
69,0.870,0.058,0.619,0.938,0.062,0.548,0.870,0.058,0.619
70,0.898,0.801,0.410,0.969,0.850,0.307,0.898,0.801,0.410
71,0.212,0.836,0.718,0.228,0.887,0.663,0.212,0.836,0.718
72,0.305,0.252,0.985,0.328,0.268,0.971,0.305,0.252,0.985
73,0.141,0.785,0.904,0.151,0.833,0.877,0.141,0.785,0.904
74,0.770,0.854,0.596,0.830,0.907,0.521,0.770,0.854,0.596
75,0.875,0.863,0.234,0.943,0.916,0.104,0.875,0.863,0.234
76,0.864,0.306,0.612,0.932,0.325,0.540,0.864,0.306,0.612
77,0.240,0.846,0.680,0.259,0.898,0.619,0.240,0.846,0.680
78,0.883,0.426,0.556,0.952,0.453,0.475,0.883,0.426,0.556
79,0.905,0.071,0.576,0.976,0.075,0.499,0.905,0.071,0.576
80,0.400,0.321,0.945,0.431,0.341,0.925,0.400,0.321,0.945
81,0.852,0.855,0.310,0.919,0.908,0.192,0.852,0.855,0.310
82,0.801,0.431,0.805,0.863,0.458,0.763,0.801,0.431,0.805
83,0.399,0.311,0.948,0.430,0.330,0.929,0.399,0.311,0.948
84,0.233,0.329,0.982,0.251,0.349,0.967,0.233,0.329,0.982
85,0.244,0.893,0.577,0.263,0.948,0.500,0.244,0.893,0.577
86,0.339,0.033,0.978,0.366,0.035,0.963,0.339,0.033,0.978
87,0.805,0.336,0.797,0.868,0.356,0.754,0.805,0.336,0.797
88,0.786,0.428,0.856,0.847,0.454,0.822,0.786,0.428,0.856
89,0.228,0.825,0.753,0.245,0.876,0.703,0.228,0.825,0.753
90,0.819,0.781,0.675,0.884,0.829,0.613,0.819,0.781,0.675
91,0.017,0.898,0.574,0.018,0.953,0.496,0.017,0.898,0.574
92,0.875,0.255,0.602,0.944,0.270,0.528,0.875,0.255,0.602
93,0.230,0.860,0.641,0.248,0.913,0.573,0.230,0.860,0.641
94,0.766,0.293,0.941,0.827,0.311,0.921,0.766,0.293,0.941
95,0.824,0.802,0.585,0.889,0.851,0.509,0.824,0.802,0.585
96,0.781,0.015,0.905,0.843,0.016,0.879,0.781,0.015,0.905
97,0.162,0.831,0.740,0.174,0.882,0.688,0.162,0.831,0.740
98,0.357,0.410,0.936,0.385,0.435,0.914,0.357,0.410,0.936
99,0.906,0.289,0.561,0.977,0.307,0.481,0.906,0.289,0.561
100,0.835,0.384,0.680,0.901,0.408,0.618,0.835,0.384,0.680
101,0.921,0.793,0.446,0.993,0.841,0.349,0.921,0.793,0.446
102,0.375,0.786,0.858,0.404,0.834,0.824,0.375,0.786,0.858
103,0.815,0.387,0.750,0.879,0.410,0.700,0.815,0.387,0.750
104,0.884,0.928,0.181,0.953,0.985,0.043,0.884,0.928,0.181
105,0.354,0.906,0.543,0.382,0.962,0.460,0.354,0.906,0.543
106,0.848,0.833,0.393,0.914,0.885,0.288,0.848,0.833,0.393
107,0.788,0.365,0.851,0.850,0.387,0.816,0.788,0.365,0.851
108,0.818,0.288,0.766,0.882,0.306,0.717,0.818,0.288,0.766
109,0.858,0.330,0.622,0.925,0.350,0.552,0.858,0.330,0.622
110,0.313,0.834,0.701,0.337,0.885,0.643,0.313,0.834,0.701
111,0.264,0.874,0.602,0.285,0.927,0.529,0.264,0.874,0.602
112,0.779,0.325,0.891,0.840,0.345,0.863,0.779,0.325,0.891
113,0.270,0.295,0.983,0.291,0.313,0.969,0.270,0.295,0.983
