1.0479e+00	1.2811e+00	1.6269e+00	2.0446e+00
1.1267e+00	1.0239e+00	1.4321e+00	2.1866e+00
9.0813e-01	1.0832e+00	1.4904e+00	2.2883e+00
1.0621e+00	1.2781e+00	1.4777e+00	2.1336e+00
1.2275e+00	1.1867e+00	1.7564e+00	1.9069e+00
9.5390e-01	1.2229e+00	1.5147e+00	2.2176e+00
1.4692e+00	1.4026e+00	1.7947e+00	1.8252e+00
1.0676e+00	1.2618e+00	1.6732e+00	2.0023e+00
1.1799e+00	1.3733e+00	1.3926e+00	2.1730e+00
1.0946e+00	9.5437e-01	1.8510e+00	2.0928e+00
1.1104e+00	1.0935e+00	1.6325e+00	2.0147e+00
1.1875e+00	1.1575e+00	1.6792e+00	1.9495e+00
1.1030e+00	1.2319e+00	1.2754e+00	2.3636e+00
1.0823e+00	9.2803e-01	1.4687e+00	2.2728e+00
8.6926e-01	1.0991e+00	1.4715e+00	2.3887e+00
1.4728e+00	1.5110e+00	1.4032e+00	2.1223e+00
1.2131e+00	1.1138e+00	1.6740e+00	1.9679e+00
1.1084e+00	9.3157e-01	1.7615e+00	2.1298e+00
1.1583e+00	1.3116e+00	1.8014e+00	1.9020e+00
1.3137e+00	1.2280e+00	1.6253e+00	1.9404e+00
1.0698e+00	1.0526e+00	1.6072e+00	2.0628e+00
1.1224e+00	9.6201e-01	1.5508e+00	2.1611e+00
8.9360e-01	1.0050e+00	1.6695e+00	2.2424e+00
1.0935e+00	1.3072e+00	1.8774e+00	1.9304e+00
1.2019e+00	9.6518e-01	1.6572e+00	2.1110e+00
1.3317e+00	1.1513e+00	1.7977e+00	1.9083e+00
1.0257e+00	1.0987e+00	1.8127e+00	2.0218e+00
9.6389e-01	1.1821e+00	1.6971e+00	2.0965e+00
1.0230e+00	1.1368e+00	1.5510e+00	2.0939e+00
1.4271e+00	1.5492e+00	1.5547e+00	1.9793e+00
1.4764e+00	1.2800e+00	1.8072e+00	1.8563e+00
1.4992e+00	1.3785e+00	1.5632e+00	1.9703e+00
1.3228e+00	1.0449e+00	1.6665e+00	2.0400e+00
1.1899e+00	1.1147e+00	1.8353e+00	1.9310e+00
1.1836e+00	9.8964e-01	1.3932e+00	2.2776e+00
1.3242e+00	1.1912e+00	1.3950e+00	2.1476e+00
1.1687e+00	1.4171e+00	1.5784e+00	2.0188e+00
1.1608e+00	1.3878e+00	1.8546e+00	1.8929e+00
1.2382e+00	1.0974e+00	1.8559e+00	1.9317e+00
1.3558e+00	1.2721e+00	1.4518e+00	2.0645e+00
1.0873e+00	1.2271e+00	1.3817e+00	2.2022e+00
1.5542e+00	1.5420e+00	1.6388e+00	1.9078e+00
1.2027e+00	1.0943e+00	1.5457e+00	2.0422e+00
1.4523e+00	1.2820e+00	1.8081e+00	1.8518e+00
1.4308e+00	1.1356e+00	1.7210e+00	1.9665e+00
1.1142e+00	1.1209e+00	1.7242e+00	1.9733e+00
1.3382e+00	1.1322e+00	1.6724e+00	1.9666e+00
1.0728e+00	1.0539e+00	1.4338e+00	2.1748e+00
1.2184e+00	1.1046e+00	1.5278e+00	2.0485e+00
1.1624e+00	1.1876e+00	1.4475e+00	2.0896e+00
1.3395e+00	1.3661e+00	1.7173e+00	1.8705e+00
1.4084e+00	1.2491e+00	1.5636e+00	1.9857e+00
1.0234e+00	1.0433e+00	1.5942e+00	2.1002e+00
1.5812e+00	1.4783e+00	1.6746e+00	1.8891e+00
1.2157e+00	1.3251e+00	1.6891e+00	1.9140e+00
1.0282e+00	1.1209e+00	1.7507e+00	2.0212e+00
9.2628e-01	1.2586e+00	1.5238e+00	2.2748e+00
1.1157e+00	1.3359e+00	1.7962e+00	1.9335e+00
1.1566e+00	1.1718e+00	1.4306e+00	2.1100e+00
9.9907e-01	1.3153e+00	1.7582e+00	2.0558e+00
1.0537e+00	1.0953e+00	1.3278e+00	2.3018e+00
1.4870e+00	1.5909e+00	1.6699e+00	1.8926e+00
9.9483e-01	1.1424e+00	1.6214e+00	2.0862e+00
1.1397e+00	1.0576e+00	1.8357e+00	1.9810e+00
1.3751e+00	1.0724e+00	1.3857e+00	2.2781e+00
1.2158e+00	1.3228e+00	1.8798e+00	1.8545e+00
1.3031e+00	1.2999e+00	1.8150e+00	1.8471e+00
1.0874e+00	1.3601e+00	1.8670e+00	1.9433e+00
1.3951e+00	1.2659e+00	1.6388e+00	1.9285e+00
1.0751e+00	1.1668e+00	1.5768e+00	2.0375e+00
1.2423e+00	1.1131e+00	1.4456e+00	2.1148e+00
1.3820e+00	1.1956e+00	1.6799e+00	1.9340e+00
9.9646e-01	1.1840e+00	1.5277e+00	2.1381e+00
1.4203e+00	1.3435e+00	1.6694e+00	1.8947e+00
1.1254e+00	1.0964e+00	1.3217e+00	2.2805e+00
1.0463e+00	1.2259e+00	1.4084e+00	2.2049e+00
1.4140e+00	1.2587e+00	1.6867e+00	1.9082e+00
1.1382e+00	1.0004e+00	1.5493e+00	2.1166e+00
1.1290e+00	1.2690e+00	1.6915e+00	1.9521e+00
1.3503e+00	1.1688e+00	1.7089e+00	1.9303e+00
1.3634e+00	1.2941e+00	1.6572e+00	1.9081e+00
1.0056e+00	1.3281e+00	1.6853e+00	2.0786e+00
1.4094e+00	1.4785e+00	1.7996e+00	1.8221e+00
1.2531e+00	1.4395e+00	1.4370e+00	2.1080e+00
1.0597e+00	1.2892e+00	1.3813e+00	2.2504e+00
1.2951e+00	1.3008e+00	1.6500e+00	1.9135e+00
1.2410e+00	1.1557e+00	1.3143e+00	2.2618e+00
1.4407e+00	1.5378e+00	1.7784e+00	1.8300e+00
1.0392e+00	1.1027e+00	1.6534e+00	2.0421e+00
1.3536e+00	1.1852e+00	1.5946e+00	1.9804e+00
1.3426e+00	1.3024e+00	1.4417e+00	2.0685e+00
1.0985e+00	1.2809e+00	1.9361e+00	1.9182e+00
1.2997e+00	1.0878e+00	1.6954e+00	1.9827e+00
1.0558e+00	1.0428e+00	1.6683e+00	2.0549e+00
1.2950e+00	1.2162e+00	1.7070e+00	1.9062e+00
1.0860e+00	1.3288e+00	1.4792e+00	2.1293e+00
1.2276e+00	1.2423e+00	1.8258e+00	1.8734e+00
1.2884e+00	1.5329e+00	1.7965e+00	1.8678e+00
1.1346e+00	1.2605e+00	1.2489e+00	2.4028e+00
1.0605e+00	1.0214e+00	1.4303e+00	2.2045e+00
1.0477e+00	1.3715e+00	1.6433e+00	2.0658e+00
9.7934e-01	1.1220e+00	1.3048e+00	2.4168e+00
1.1964e+00	1.2556e+00	1.5147e+00	2.0194e+00
1.0376e+00	1.1980e+00	1.6861e+00	2.0193e+00
1.2146e+00	1.2689e+00	1.2343e+00	2.3954e+00
1.3208e+00	1.2324e+00	1.2713e+00	2.3209e+00
1.3432e+00	1.0576e+00	1.4035e+00	2.2517e+00
9.7944e-01	1.4065e+00	1.4847e+00	2.3106e+00
1.1127e+00	1.1531e+00	1.2344e+00	2.4393e+00
9.6133e-01	9.7134e-01	1.3366e+00	2.4347e+00
1.4009e+00	1.4506e+00	1.5256e+00	1.9912e+00
1.0315e+00	1.1986e+00	1.5828e+00	2.0689e+00
1.4574e+00	1.2022e+00	1.2944e+00	2.3504e+00
1.3331e+00	1.1487e+00	1.8500e+00	1.8969e+00
1.3158e+00	1.2603e+00	1.8197e+00	1.8534e+00
1.4864e+00	1.3006e+00	1.8619e+00	1.8292e+00
1.2403e+00	1.2152e+00	1.3661e+00	2.1663e+00
1.4310e+00	1.2761e+00	1.4000e+00	2.1393e+00
1.1850e+00	9.1469e-01	1.5660e+00	2.2351e+00
1.0978e+00	9.8716e-01	1.7837e+00	2.0609e+00
1.0602e+00	9.0665e-01	1.5933e+00	2.2280e+00
1.3525e+00	1.3303e+00	1.3259e+00	2.2137e+00
1.2364e+00	1.2619e+00	1.5411e+00	1.9907e+00
1.1656e+00	1.2438e+00	1.7620e+00	1.9114e+00
1.4308e+00	1.3510e+00	1.3869e+00	2.1375e+00
1.1668e+00	1.2801e+00	1.5872e+00	1.9828e+00
1.0867e+00	1.2967e+00	1.7386e+00	1.9679e+00
1.3190e+00	1.3686e+00	1.4638e+00	2.0465e+00
1.2111e+00	1.0365e+00	1.5802e+00	2.0671e+00
1.2743e+00	1.4312e+00	1.3191e+00	2.2535e+00
9.4100e-01	9.6384e-01	1.7627e+00	2.1897e+00
1.2409e+00	1.3145e+00	1.6176e+00	1.9409e+00
1.0604e+00	1.1621e+00	1.5371e+00	2.0708e+00
1.1067e+00	1.1052e+00	1.5853e+00	2.0314e+00
1.0004e+00	9.1256e-01	1.6611e+00	2.2178e+00
9.4224e-01	1.1040e+00	1.5179e+00	2.2105e+00
1.2822e+00	1.2475e+00	1.3474e+00	2.1869e+00
1.4340e+00	1.1650e+00	1.7390e+00	1.9379e+00
1.2941e+00	1.2296e+00	1.3785e+00	2.1493e+00
1.4670e+00	1.3968e+00	1.4841e+00	2.0314e+00
1.1720e+00	1.4649e+00	1.3593e+00	2.2717e+00
1.3529e+00	1.4948e+00	1.7831e+00	1.8430e+00
1.4765e+00	1.5248e+00	1.5876e+00	1.9446e+00
1.4018e+00	1.1005e+00	1.4830e+00	2.1467e+00
1.2082e+00	1.1918e+00	1.9656e+00	1.8745e+00
1.2176e+00	1.1211e+00	1.2962e+00	2.3084e+00
1.4653e+00	1.3607e+00	1.7520e+00	1.8524e+00
1.3105e+00	1.1554e+00	1.6344e+00	1.9660e+00
9.3251e-01	1.2343e+00	1.7696e+00	2.1293e+00
1.3916e+00	1.1881e+00	1.7140e+00	1.9243e+00
1.0730e+00	8.9029e-01	1.5618e+00	2.2720e+00
9.3355e-01	1.0065e+00	1.4197e+00	2.3336e+00
9.5309e-01	1.2163e+00	1.6504e+00	2.1338e+00
1.1932e+00	1.3262e+00	1.6484e+00	1.9423e+00
1.3677e+00	1.5285e+00	1.6181e+00	1.9380e+00
