0.0513	0.0956	-3.0000
0.1659	-0.0270	-2.0000
-0.0662	-0.3337	-1.0000
-0.0489	-0.2555	0.0000
0.1375	-0.0948	-3.0000
0.0764	0.1767	-2.0000
0.0352	-0.0558	-3.0000
0.1290	0.1461	-2.0000
-0.1540	-0.1941	-2.0000
-0.2917	-0.2338	0.0000
-0.2489	0.2409	0.0000
-0.0800	0.1324	-1.0000
0.0792	-0.2145	-2.0000
0.2050	-0.1998	0.0000
0.1755	-0.0658	-1.0000
-0.1594	-0.2008	-1.0000
0.1662	-0.1719	-2.0000
-0.0020	0.0535	-3.0000
-0.0044	0.2271	0.0000
0.2561	0.0346	0.0000
0.2925	0.1062	0.0000
-0.0222	0.0499	0.0000
-0.2197	0.0374	-2.0000
-0.0376	-0.2028	-1.0000
-0.2563	-0.3280	0.0000
-0.0120	0.0084	-1.0000
0.0507	0.0590	-3.0000
0.3117	0.0908	-1.0000
0.0070	-0.1401	-3.0000
0.2731	-0.3500	0.0000
0.0137	0.0409	0.0000
-0.0559	0.2340	-2.0000
0.1643	-0.1587	-2.0000
-0.0885	-0.3056	-1.0000
0.1281	-0.3849	0.0000
-0.0058	-0.2071	-3.0000
0.3323	-0.2012	0.0000
0.0573	0.1649	-3.0000
0.3281	-0.2985	0.0000
0.1953	0.0087	-2.0000
0.0624	0.0025	-1.0000
-0.0776	-0.2291	-2.0000
0.1485	0.0656	-3.0000
-0.0683	-0.1019	-2.0000
0.2472	-0.0592	-2.0000
-0.3359	-0.0405	0.0000
0.0733	-0.4260	0.0000
0.0686	0.1532	-3.0000
0.1100	0.1872	-1.0000
-0.0812	-0.2285	-1.0000
-0.1246	0.2418	-1.0000
0.0890	0.1483	-2.0000
-0.1644	0.0959	0.0000
-0.0384	-0.1418	-2.0000
0.1324	-0.1002	0.0000
-0.0529	0.3081	-1.0000
-0.0416	0.2405	-2.0000
0.2166	-0.1778	0.0000
0.0194	0.0479	-3.0000
-0.2818	-0.0741	-1.0000
0.0609	0.0586	-3.0000
-0.3425	0.2883	0.0000
0.2212	0.0265	-2.0000
0.3320	0.1588	0.0000
0.3313	0.0772	0.0000
-0.0686	-0.0319	-3.0000
0.0282	0.0051	-3.0000
-0.1475	-0.3549	0.0000
-0.1426	0.0316	-3.0000
-0.1314	-0.0524	-3.0000
0.1748	0.0546	-3.0000
0.1216	0.0290	-2.0000
-0.1550	0.0829	-3.0000
0.1766	-0.0867	-2.0000
-0.1301	-0.2530	-2.0000
-0.0980	0.0172	-1.0000
0.0185	0.1790	-1.0000
-0.2348	-0.0185	-2.0000
-0.1015	0.1898	-1.0000
-0.0382	0.0549	-3.0000
0.1270	0.0450	-3.0000
0.0788	-0.0852	-3.0000
0.2310	-0.1700	0.0000
0.0059	0.0699	-3.0000
-0.0108	-0.0333	-3.0000
0.0848	0.2618	-1.0000
0.0043	-0.2788	-1.0000
0.0617	0.0451	-3.0000
0.0391	0.2638	-1.0000
-0.1445	0.2352	-1.0000
-0.0591	-0.2383	-2.0000
-0.0089	-0.1416	-1.0000
-0.0976	0.0790	-2.0000
-0.1850	-0.0091	-2.0000
0.0227	0.0592	0.0000
0.0170	0.0574	-3.0000
0.0399	0.2599	-1.0000
-0.0022	0.1904	-2.0000
0.2152	-0.0145	-2.0000
0.0417	0.1470	-2.0000
0.0234	-0.1628	-3.0000
0.2764	-0.3102	0.0000
-0.2872	-0.0370	-1.0000
0.2556	0.0283	0.0000
-0.1512	0.0666	-2.0000
0.3015	-0.1497	0.0000
-0.1204	-0.1172	0.0000
0.0759	-0.1926	-3.0000
0.0305	-0.0082	-2.0000
-0.0054	-0.1817	0.0000
0.0311	0.0250	-1.0000
0.0090	-0.0622	-3.0000
-0.0608	-0.2933	-1.0000
-0.3023	-0.1263	-1.0000
-0.2312	-0.0264	-2.0000
0.2752	-0.2234	-1.0000
0.1366	0.2057	-2.0000
0.1485	0.1146	-2.0000
0.1967	0.2259	-1.0000
0.0405	0.1406	0.0000
-0.0760	0.0460	-1.0000
-0.1176	0.2693	-1.0000
-0.3537	0.0736	0.0000
-0.2184	-0.0795	-1.0000
-0.1195	0.2752	-1.0000
-0.0134	-0.1023	-3.0000
0.1375	0.2773	-1.0000
0.1276	0.1560	-2.0000
0.1680	-0.2931	0.0000
0.0803	0.0475	-3.0000
-0.0074	-0.1941	-2.0000
-0.0700	-0.1923	-1.0000
-0.1027	-0.1232	-3.0000
0.1813	-0.0228	-1.0000
0.2348	0.0595	-2.0000
-0.1247	-0.1948	-2.0000
-0.0421	0.1576	-2.0000
0.0095	0.2656	-2.0000
-0.0007	0.2031	-1.0000
0.0129	-0.0250	-2.0000
-0.0056	0.0925	-3.0000
0.0292	0.2191	-2.0000
0.2380	0.0528	-1.0000
0.0742	0.0351	-1.0000
-0.1497	-0.0387	-1.0000
0.1498	-0.1991	-1.0000
0.2402	-0.2316	-1.0000
0.2209	0.0778	-2.0000
0.1189	0.0903	-3.0000
-0.3624	-0.0582	0.0000
0.0694	0.1298	-3.0000
-0.2327	0.3567	0.0000
-0.0812	-0.1551	-3.0000
0.1777	0.1935	-1.0000
-0.1457	-0.2066	-2.0000
0.1217	0.2037	-1.0000
-0.2023	-0.2430	0.0000
0.0149	0.1288	-1.0000
-0.3183	0.1625	-1.0000
0.1984	0.0666	-1.0000
-0.1880	-0.1578	-2.0000
0.2748	-0.3503	0.0000
-0.0467	-0.2666	-1.0000
0.0330	0.1323	-3.0000
