5.6117e-01,4.0813e-01
4.6473e-02,6.9110e-01
6.0911e-01,5.1093e-01
6.8533e-01,5.0281e-01
2.0160e-01,5.2336e-01
6.7595e-01,4.8237e-01
8.3931e-01,9.5059e-01
6.6787e-01,4.1914e-01
7.2158e-01,4.9500e-01
7.9426e-01,9.7356e-02
1.6190e-01,8.9487e-01
1.2179e-01,3.7504e-01
5.5237e-01,5.7032e-01
5.5465e-01,4.3480e-01
1.9699e-01,4.0854e-01
6.0759e-01,4.3339e-01
5.9080e-01,3.6564e-01
5.8033e-01,5.0562e-01
5.1791e-01,6.0589e-01
2.4130e-01,9.9302e-01
8.4156e-01,9.9211e-01
8.0154e-01,8.9773e-01
5.3826e-01,4.8937e-01
1.2851e-01,7.5569e-01
5.0199e-01,5.8581e-01
8.8962e-01,7.9082e-01
5.3171e-01,6.0865e-01
5.1499e-01,5.1837e-01
5.5723e-01,5.6282e-01
5.5865e-01,5.5158e-01
7.1425e-01,4.7940e-01
8.3016e-01,8.6710e-01
6.5306e-01,4.6387e-01
9.4649e-01,2.9418e-03
6.6503e-01,6.2146e-01
5.3128e-01,4.3888e-01
6.8741e-01,4.3612e-01
2.3433e-01,7.4301e-01
4.9645e-01,5.4972e-01
2.0026e-01,2.6810e-02
8.2993e-01,1.9604e-02
7.1121e-01,5.5815e-01
8.5600e-01,8.6606e-01
8.2025e-01,8.6819e-01
5.9663e-01,4.8255e-01
6.8303e-01,4.5440e-01
8.9046e-01,2.2012e-01
8.1737e-01,9.0959e-01
2.5141e-01,7.8093e-01
8.7607e-01,9.0617e-01
6.1620e-01,4.8356e-01
6.6027e-01,6.1355e-01
6.3190e-01,4.0461e-01
5.8079e-01,4.7094e-01
6.0614e-01,4.8564e-01
8.6200e-01,2.0326e-01
5.2181e-01,5.8065e-01
5.8198e-01,4.0231e-01
2.2443e-01,9.5984e-01
6.0966e-01,5.0838e-01
9.3644e-01,1.2530e-01
1.8461e-01,7.5114e-01
1.4184e-01,6.1821e-01
6.1796e-01,3.6975e-01
9.6756e-01,8.5348e-01
8.9268e-01,8.7628e-01
9.7342e-01,8.8157e-01
7.8675e-01,5.1957e-02
9.8892e-01,8.8692e-01
2.3945e-01,3.8921e-01
8.7347e-01,4.4909e-02
6.2281e-01,4.1745e-01
5.9696e-01,6.1721e-01
6.6837e-01,5.0172e-01
8.2164e-01,8.9452e-02
7.8228e-01,8.9606e-01
9.6873e-01,1.0362e-01
8.9669e-01,9.5637e-01
7.0291e-01,4.3864e-01
6.5628e-01,5.4361e-01
5.9354e-01,5.0042e-01
5.0701e-01,4.3510e-01
5.8005e-01,6.0085e-01
6.0281e-01,5.7616e-01
8.1837e-01,8.6283e-02
6.9213e-01,5.0395e-01
1.7105e-01,3.7158e-01
5.6193e-01,6.0813e-01
8.8860e-01,8.6421e-01
1.8173e-01,9.0995e-02
9.1756e-01,7.9690e-01
9.3001e-01,8.0219e-01
6.7342e-01,5.9731e-01
8.7309e-01,1.7353e-01
4.9775e-01,4.5186e-01
1.0546e-01,2.5250e-01
6.6334e-02,3.3233e-01
6.3509e-01,4.6241e-01
5.5695e-01,3.7637e-01
6.5690e-01,4.9323e-01
9.8338e-01,8.1250e-01
5.5849e-01,5.3861e-01
5.7972e-01,4.7793e-01
5.8540e-01,3.4448e-01
8.9287e-01,1.7275e-01
1.7772e-01,8.0151e-01
9.8734e-01,7.5281e-01
6.2987e-01,6.3696e-01
1.4003e-01,2.7610e-01
5.2040e-01,4.3757e-01
6.7366e-01,5.4665e-01
5.5969e-01,6.0911e-01
8.7537e-01,9.8493e-01
6.0673e-01,6.4097e-01
6.4730e-01,4.8990e-01
8.6045e-01,8.9018e-02
2.3001e-01,4.0844e-01
6.0786e-01,5.5089e-01
5.2297e-01,4.7054e-01
1.0691e-01,8.1053e-01
8.7402e-01,8.0050e-02
7.0173e-01,4.8170e-01
8.1014e-01,9.0558e-01
9.4120e-01,7.8131e-01
2.0264e-01,4.0605e-01
8.4675e-01,8.7951e-01
1.2306e-01,9.6045e-01
9.2834e-01,9.6322e-01
7.9164e-01,7.9593e-02
8.1497e-01,8.8716e-01
2.0995e-01,3.9790e-01
5.0112e-01,5.4665e-01
6.9812e-01,4.7523e-01
1.9867e-01,7.7109e-01
8.2280e-01,8.9746e-01
8.2300e-01,9.0078e-01
2.5014e-01,6.4310e-02
5.2225e-01,4.7730e-01
6.2693e-01,6.3808e-01
6.0899e-01,4.3451e-01
5.2920e-01,6.1000e-01
5.8807e-01,4.6464e-01
1.9522e-01,6.2058e-02
5.1437e-01,5.8762e-01
9.2619e-01,2.3090e-01
1.8293e-01,8.6394e-02
1.9002e-01,8.1963e-01
2.0663e-02,1.9704e-01
5.3143e-01,5.0336e-01
1.1746e-01,6.9568e-01
6.3360e-01,5.4242e-01
2.2690e-01,5.3715e-01
5.9516e-01,6.5279e-01
9.8993e-01,9.1231e-01
7.9356e-01,4.6293e-02
2.3430e-01,6.3563e-01
5.1577e-01,5.9835e-01
5.8284e-01,4.3011e-01
8.1993e-01,7.2284e-02
6.2532e-01,5.8327e-01
8.8340e-01,8.7379e-01
9.8446e-01,8.0080e-01
8.1928e-01,4.7012e-02
7.0692e-01,5.0364e-01
6.2373e-01,4.9225e-01
8.7870e-01,9.9793e-01
6.5002e-01,4.8793e-01
9.4623e-01,9.3773e-01
6.4460e-01,5.4781e-01
6.9225e-01,5.2883e-01
8.5255e-01,8.8791e-01
6.1050e-01,4.8561e-01
5.4134e-01,4.0886e-01
9.9883e-01,8.2491e-01
5.4932e-01,4.7024e-01
5.9367e-01,5.9101e-01
2.3149e-01,4.0533e-01
9.2475e-01,2.2135e-01
8.9711e-01,7.7751e-01
1.7979e-01,6.9427e-01
1.4669e-01,9.7875e-01
