1.3284e-03	-3.6025e-03
-5.7078e-03	1.1242e-02
1.3757e-02	-7.3917e-03
-5.7078e-03	1.1242e-02
-2.6360e-02	1.2998e-02
6.4526e-02	1.7494e-02
2.3736e-03	3.6201e-03
-5.7080e-03	1.1242e-02
1.3757e-02	-7.3917e-03
1.3284e-03	-3.6025e-03
-5.7078e-03	1.1242e-02
-2.2386e-02	9.5619e-03
-5.1846e-02	-9.0688e-03
9.3458e-03	2.6898e-04
3.8932e-02	5.7719e-04
1.3757e-02	-7.3917e-03
-1.6690e-03	2.0251e-02
1.2777e-02	-1.3855e-03
-1.5297e-02	1.2262e-02
6.9016e-02	-6.6102e-03
-1.8382e-02	6.0991e-03
9.8719e-02	-1.3707e-02
-4.0590e-02	-4.3481e-02
1.3757e-02	-7.3917e-03
-5.3411e-02	-1.1811e-01
-4.9622e-03	7.2080e-03
2.4152e-02	4.1083e-03
-5.7080e-03	1.1242e-02
-5.1846e-02	-9.0688e-03
6.9359e-02	-1.8743e-02
1.9393e-02	-4.6618e-03
-1.8945e-02	1.4046e-02
-2.6360e-02	1.2998e-02
1.3284e-03	-3.6025e-03
-1.6690e-03	2.0251e-02
-1.6845e-02	1.3018e-02
9.8719e-02	-1.3707e-02
2.4009e-02	4.1426e-03
-2.6360e-02	1.2998e-02
1.3757e-02	-7.3917e-03
6.4434e-03	4.2362e-03
-2.4224e-02	1.4845e-04
1.9745e-02	-4.8415e-03
5.3668e-02	-2.9433e-03
-5.7078e-03	1.1242e-02
-1.4356e-02	2.6171e-03
-5.3411e-02	-1.1811e-01
5.8549e-03	1.9335e-03
-1.0137e-02	9.7383e-03
-1.0114e-01	5.5365e-02
6.8833e-02	-6.5664e-03
-5.7080e-03	1.1242e-02
-5.1846e-02	-9.0688e-03
6.9359e-02	-1.8743e-02
1.9745e-02	-4.8415e-03
9.1314e-03	2.8768e-04
8.3891e-02	-1.0164e-02
-1.0378e-02	-8.2290e-04
-5.1846e-02	-9.0688e-03
6.4526e-02	1.7494e-02
-2.4224e-02	1.4845e-04
9.7480e-03	-1.0963e-02
-1.8945e-02	1.4046e-02
-5.7080e-03	1.1242e-02
-5.1846e-02	-9.0688e-03
-1.6690e-03	2.0251e-02
9.7480e-03	-1.0963e-02
-2.1664e-02	3.1059e-02
9.8719e-02	-1.3707e-02
-5.7080e-03	1.1242e-02
-2.6360e-02	1.2998e-02
-1.0378e-02	-8.2290e-04
-5.1846e-02	-9.0688e-03
