-4.8993e-01	-4.7533e-02
2.8827e+00	2.5084e-01
-4.8993e-01	-4.7533e-02
2.8827e+00	2.5084e-01
-4.8992e-01	-4.7532e-02
-4.8992e-01	-4.7531e-02
1.0737e+00	1.0676e+00
3.0235e+00	2.1803e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
2.8827e+00	2.5084e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
8.8393e-01	1.1728e+00
2.6389e+00	3.4300e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
8.1095e-01	1.2452e+00
1.5901e+00	8.3159e-01
2.4265e+00	4.3120e-01
-4.8993e-01	-4.7533e-02
2.2153e+00	5.1817e-01
3.1577e+00	1.9893e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
1.2995e+00	9.8084e-01
2.7393e+00	3.0133e-01
3.0569e+00	2.1343e-01
-4.8993e-01	-4.7532e-02
-4.8993e-01	-4.7533e-02
6.7684e-01	1.3910e+00
1.6873e+00	7.7488e-01
-4.8992e-01	-4.7532e-02
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
1.5873e+00	8.2131e-01
2.2120e+00	5.1953e-01
2.7431e+00	2.9954e-01
-4.8992e-01	-4.7532e-02
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7532e-02
-4.8993e-01	-4.7533e-02
5.9012e-01	1.4519e+00
2.5404e+00	3.8419e-01
2.9532e+00	2.2740e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
9.6797e-01	1.1091e+00
1.5111e+00	9.0035e-01
1.8829e+00	6.5325e-01
2.4326e+00	4.2856e-01
3.0587e+00	2.1318e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
5.9018e-01	1.4541e+00
8.8299e-01	1.1619e+00
2.3232e+00	4.7374e-01
-4.8993e-01	-4.7532e-02
-4.8992e-01	-4.7531e-02
-4.8992e-01	-4.7531e-02
-4.8993e-01	-4.7533e-02
4.4808e-01	1.5141e+00
1.6894e+00	7.7157e-01
3.0911e+00	2.0862e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
4.4800e-01	1.5151e+00
2.1040e+00	5.6380e-01
2.2010e+00	4.8533e-01
3.0561e+00	2.1354e-01
-4.8992e-01	-4.7532e-02
-4.8993e-01	-4.7532e-02
-4.8992e-01	-4.7531e-02
-4.8992e-01	-4.7531e-02
4.4794e-01	1.5159e+00
2.7464e+00	2.9787e-01
-4.8993e-01	-4.7532e-02
1.0795e+00	1.0651e+00
1.5138e+00	8.9363e-01
1.8796e+00	6.5988e-01
2.3198e+00	4.7515e-01
2.6426e+00	3.4127e-01
2.9468e+00	2.3007e-01
3.0909e+00	2.0864e-01
-4.8993e-01	-4.7532e-02
-4.8991e-01	-4.7530e-02
-4.8993e-01	-4.7532e-02
-4.8993e-01	-4.7533e-02
4.4781e-01	1.5174e+00
7.0387e-01	1.2943e+00
1.7854e+00	7.1767e-01
2.2153e+00	5.1817e-01
3.0235e+00	2.1803e-01
3.1577e+00	1.9893e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
4.4776e-01	1.5180e+00
7.4286e-01	1.3252e+00
1.4058e+00	9.4031e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7532e-02
-4.8991e-01	-4.7530e-02
-4.8993e-01	-4.7532e-02
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
1.6845e+00	7.7966e-01
1.9957e+00	6.0760e-01
2.9447e+00	2.3095e-01
2.9529e+00	2.2753e-01
3.1579e+00	1.9890e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
-4.8992e-01	-4.7531e-02
-4.8993e-01	-4.7533e-02
2.1881e-01	1.5935e+00
2.6351e+00	3.4467e-01
2.8827e+00	2.5084e-01
3.0219e+00	2.1824e-01
-4.8993e-01	-4.7532e-02
-4.8991e-01	-4.7530e-02
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
1.8798e+00	6.6607e-01
2.5324e+00	3.8745e-01
2.8337e+00	2.6344e-01
2.9865e+00	2.2302e-01
3.0909e+00	2.0864e-01
-4.8993e-01	-4.7533e-02
-4.8993e-01	-4.7533e-02
