3.3646e-01	3.9415e-01	4.2634e-01	4.9363e-01	4.2179e-01	2.9069e-01	3.4382e-01	2.9474e-01
2.3419e-01	4.5708e-01	2.5286e-01	3.8056e-01	4.1755e-01	3.6496e-01	4.6075e-01	4.0597e-01
3.7925e-01	4.1410e-01	2.7990e-01	4.5259e-01	5.2811e-01	2.9546e-01	3.1211e-01	3.0627e-01
4.6787e-01	4.1314e-01	5.2792e-01	2.7349e-01	3.1062e-01	3.9971e-01	2.9671e-01	2.6665e-01
4.9756e-01	3.2004e-01	3.4600e-01	3.3615e-01	3.3286e-01	4.8362e-01	3.6802e-01	3.1343e-01
3.1797e-01	4.0591e-01	3.0944e-01	3.5265e-01	2.0207e-01	4.3177e-01	4.7557e-01	4.6997e-01
7.3663e-02	1.3200e-01	1.1584e-02	1.7055e-01	2.1454e-01	1.7678e-01	3.1507e-01	9.6427e-01
5.3085e-01	3.2262e-01	2.1427e-01	4.6908e-01	2.9931e-01	4.1378e-01	3.4345e-01	3.5984e-01
4.2129e-01	2.3127e-01	4.1378e-01	3.7096e-01	4.0644e-01	4.0616e-01	2.8495e-01	4.6007e-01
4.7786e-01	3.8942e-01	2.3408e-01	4.3065e-01	3.5754e-01	3.2886e-01	4.4723e-01	3.2611e-01
3.3223e-01	4.3256e-01	1.8630e-01	4.3822e-01	4.9027e-01	3.3963e-01	4.3383e-01	3.0075e-01
4.1614e-01	2.4493e-01	2.9319e-01	4.9275e-01	3.1541e-01	4.5788e-01	3.3531e-01	4.2356e-01
4.5621e-01	3.9992e-01	3.7402e-01	2.1452e-01	3.1034e-01	5.0766e-01	3.4664e-01	3.5557e-01
4.7708e-01	3.7899e-01	3.8658e-01	3.5443e-01	4.4337e-01	3.5401e-01	1.5814e-01	4.0008e-01
3.3961e-01	3.6573e-01	4.1956e-01	1.8632e-01	3.4212e-01	5.0355e-01	4.6296e-01	3.4379e-01
3.0937e-01	3.4633e-01	4.5235e-01	2.0133e-01	4.2811e-01	3.9595e-01	3.1351e-01	5.0811e-01
4.7649e-01	2.8243e-01	3.2341e-01	3.4340e-01	3.0684e-01	3.7775e-01	5.1228e-01	3.7787e-01
4.6876e-01	4.6016e-01	2.2240e-01	4.1300e-01	2.8427e-01	2.8106e-01	4.1133e-01	4.1859e-01
2.4411e-01	3.0083e-01	4.2890e-01	3.9311e-01	4.4400e-01	4.4651e-01	3.6396e-01	3.8149e-01
4.6041e-01	3.5116e-01	4.6372e-01	3.9782e-01	3.0978e-01	3.4379e-01	4.5015e-01	2.1035e-01
2.9845e-01	4.7782e-01	3.6715e-01	2.0835e-01	3.9977e-01	4.0291e-01	3.3124e-01	4.7072e-01
2.7392e-01	4.8384e-01	2.8357e-01	3.7327e-01	4.1195e-01	3.9933e-01	4.4560e-01	3.1465e-01
3.0261e-01	4.2805e-01	4.0750e-01	3.4525e-01	2.4147e-01	4.6438e-01	3.4304e-01	4.4937e-01
3.0535e-01	4.3695e-01	4.3815e-01	2.0422e-01	3.1145e-01	3.7774e-01	4.0681e-01	4.8335e-01
5.0958e-01	2.5557e-01	4.0747e-01	2.8667e-01	3.1607e-01	4.1960e-01	4.4230e-01	3.5296e-01
4.2919e-01	2.7919e-01	3.3297e-01	1.9314e-01	4.1527e-01	4.9096e-01	3.5029e-01	4.6112e-01
3.4838e-01	2.7014e-01	4.5180e-01	4.2006e-01	4.3696e-01	3.8727e-01	4.8152e-01	1.6507e-01
2.9295e-01	2.5605e-01	4.0376e-01	3.0747e-01	4.3779e-01	4.7729e-01	3.5191e-01	4.5813e-01
4.7347e-01	2.6174e-01	4.9569e-01	2.6016e-01	3.5837e-01	2.8544e-01	4.8818e-01	3.4774e-01
3.8044e-01	2.5855e-01	2.7787e-01	3.6221e-01	5.7176e-01	3.1673e-01	4.1855e-01	3.7993e-01
3.7871e-01	4.1444e-01	1.7177e-01	4.6535e-01	3.7949e-01	2.8967e-01	4.4368e-01	4.1690e-01
4.6845e-01	3.4584e-01	4.3488e-01	3.0852e-01	4.9622e-01	3.0022e-01	4.0516e-01	2.0657e-01
3.7116e-01	4.2336e-01	2.3282e-01	2.7735e-01	4.3300e-01	3.9041e-01	4.9499e-01	3.5726e-01
4.9488e-01	2.5233e-01	3.4752e-01	3.5460e-01	3.1420e-01	3.0162e-01	4.4925e-01	4.7196e-01
4.6271e-01	4.4829e-01	3.9000e-01	3.3044e-01	3.8067e-01	4.4858e-01	2.0289e-01	2.9349e-01
3.9219e-01	2.3267e-01	4.3613e-01	3.5429e-01	3.9718e-01	3.8314e-01	3.7055e-01	4.4866e-01
3.5418e-01	4.2212e-01	5.5460e-01	3.7011e-01	2.6282e-01	3.9116e-01	3.0334e-01	3.1094e-01
3.6756e-01	3.9421e-01	2.9916e-01	4.0719e-01	4.2683e-01	3.0220e-01	3.8839e-01	4.3409e-01
3.6007e-01	3.7030e-01	3.9003e-01	4.5313e-01	4.2846e-01	2.9163e-01	4.7289e-01	2.2896e-01
3.7564e-01	4.5259e-01	3.0847e-01	3.0183e-01	4.7972e-01	4.6716e-01	3.3558e-01	2.4246e-01
3.8832e-01	4.0580e-01	1.7831e-01	5.0467e-01	3.8236e-01	3.1651e-01	3.8973e-01	3.9721e-01
2.8058e-01	2.6715e-01	3.1787e-01	3.0631e-01	4.6835e-01	3.1388e-01	5.3799e-01	4.6938e-01
3.3086e-01	3.8297e-01	3.7297e-01	2.4343e-01	5.0142e-01	2.8520e-01	3.2205e-01	5.1432e-01
3.5366e-01	3.4591e-01	5.0252e-01	3.2734e-01	5.1676e-01	2.4942e-01	3.7561e-01	3.0206e-01
4.3963e-01	1.7755e-01	4.0042e-01	4.6851e-01	4.4164e-01	3.9517e-01	3.7804e-01	2.7034e-01
4.2737e-01	2.8700e-01	3.8339e-01	2.1405e-01	3.1259e-01	5.2655e-01	3.4121e-01	4.5785e-01
3.0578e-01	3.4479e-01	5.1389e-01	4.1645e-01	2.9767e-01	4.2953e-01	2.0062e-01	4.4072e-01
2.9368e-01	1.9228e-01	4.6013e-01	4.2595e-01	5.0741e-01	3.6882e-01	4.2771e-01	2.8558e-01
4.9364e-01	2.2461e-01	3.9640e-01	3.9620e-01	2.4238e-01	2.8949e-01	4.5127e-01	4.6673e-01
4.3768e-01	3.0200e-01	3.4695e-01	3.7540e-01	4.2369e-01	3.9914e-01	3.9034e-01	3.5862e-01
3.3336e-01	3.4950e-01	4.8348e-01	2.5963e-01	4.6708e-01	3.6862e-01	3.1752e-01	4.1293e-01
3.8963e-01	2.7114e-01	4.1474e-01	4.3232e-01	2.9730e-01	4.6859e-01	4.7517e-01	2.3258e-01
3.2025e-01	3.1380e-01	2.3686e-01	3.5461e-01	4.0484e-01	4.9975e-01	3.3788e-01	4.9497e-01
4.4013e-01	4.5004e-01	4.2922e-01	2.6964e-01	2.8622e-01	4.3646e-01	4.1237e-01	2.5058e-01
4.6718e-01	4.5134e-01	3.6983e-01	3.9155e-01	2.7204e-01	1.7850e-01	4.6129e-01	3.6300e-01
4.0837e-01	4.8860e-01	2.7508e-01	4.3794e-01	4.3723e-01	3.2932e-01	2.3035e-01	3.4957e-01
5.2553e-01	2.5926e-01	2.7406e-01	4.8224e-01	4.1199e-01	3.5969e-01	3.9522e-01	2.4872e-01
2.6761e-01	4.2501e-01	4.5055e-01	3.9354e-01	2.8077e-01	3.2335e-01	4.8006e-01	3.7540e-01
3.3254e-01	3.7694e-01	2.8382e-01	4.2858e-01	4.6383e-01	3.3400e-01	2.5305e-01	4.9551e-01
3.5186e-01	4.4312e-01	4.7802e-01	4.1171e-01	4.1623e-01	2.7003e-01	3.8639e-01	2.1962e-01
2.3726e-01	4.1380e-01	5.0048e-01	3.5947e-01	4.1121e-01	3.2612e-01	2.6338e-01	4.5110e-01
3.3226e-01	4.6921e-01	3.3035e-01	4.2165e-01	2.6707e-01	4.6305e-01	3.9659e-01	3.0652e-01
3.1126e-01	3.0748e-01	4.4149e-01	4.9072e-01	4.4040e-01	3.6945e-01	3.3582e-01	3.0750e-01
3.4979e-01	4.1428e-01	5.0803e-01	3.3386e-01	3.3040e-01	4.1572e-01	2.6481e-01	3.7389e-01
2.7849e-01	4.5401e-01	3.5126e-01	3.8205e-01	4.6693e-01	4.6224e-01	2.6850e-01	3.0536e-01
1.9743e-01	3.5622e-01	4.5141e-01	2.4857e-01	4.9668e-01	4.1891e-01	3.6630e-01	4.1474e-01
3.6594e-01	3.7587e-01	4.5762e-01	3.1438e-01	3.2525e-01	3.7704e-01	3.6517e-01	4.4168e-01
3.8296e-01	3.6156e-01	5.2832e-01	3.6135e-01	4.1535e-01	2.3176e-01	4.4442e-01	2.4431e-01
5.4193e-01	2.8248e-01	2.6467e-01	4.4342e-01	2.4034e-01	3.7413e-01	4.2500e-01	3.8483e-01
2.1822e-01	3.4294e-01	3.9787e-01	3.6853e-01	4.5219e-01	4.2996e-01	3.1771e-01	4.5598e-01
2.4116e-01	4.5194e-01	4.9476e-01	4.8013e-01	3.6524e-01	3.1640e-01	2.8287e-01	3.2452e-01
3.8148e-01	3.2211e-01	4.5386e-01	4.4102e-01	3.2841e-01	4.2872e-01	4.1372e-01	2.3470e-01
4.2398e-01	4.6113e-01	3.1916e-01	3.4753e-01	2.8942e-01	3.6881e-01	3.9192e-01	4.0736e-01
4.5342e-01	2.9066e-01	3.8254e-01	3.9621e-01	4.0872e-01	3.1303e-01	4.3157e-01	3.5205e-01
3.2677e-01	3.7234e-01	3.2756e-01	2.9629e-01	2.9387e-01	4.1755e-01	4.9962e-01	4.6143e-01
3.9448e-01	4.0660e-01	2.0955e-01	4.6328e-01	3.3765e-01	4.3265e-01	2.6800e-01	4.4540e-01
3.6973e-01	4.3854e-01	4.2770e-01	2.6718e-01	4.0955e-01	3.6820e-01	4.2244e-01	3.0748e-01
3.8069e-01	4.5411e-01	2.1574e-01	4.7117e-01	4.1690e-01	2.3669e-01	4.3897e-01	3.4179e-01
3.4934e-01	4.4329e-01	4.4297e-01	4.3908e-01	1.6772e-01	3.3603e-01	4.0189e-01	3.8685e-01
3.6836e-01	3.9738e-01	4.1802e-01	4.2654e-01	2.8321e-01	4.7776e-01	2.9734e-01	3.2965e-01
3.3488e-01	3.3862e-01	4.9980e-01	4.7143e-01	3.5691e-01	2.4577e-01	2.8247e-01	4.4279e-01
2.8727e-01	3.4916e-01	3.7625e-01	2.8647e-01	3.8854e-01	4.0434e-01	4.9736e-01	4.1984e-01
4.0093e-01	3.7598e-01	3.2466e-01	4.5331e-01	4.5054e-01	2.0773e-01	3.9296e-01	3.8558e-01
3.5313e-01	4.7939e-01	4.0537e-01	4.8053e-01	2.6981e-01	2.5471e-01	3.8860e-01	3.4544e-01
9.5535e-01	1.8626e-02	2.2406e-02	2.0464e-01	1.3824e-01	3.8762e-01	1.5488e-01	1.4404e-01
3.3445e-01	3.3684e-01	5.5669e-01	4.4623e-01	2.8380e-01	4.2326e-01	2.6090e-01	3.1683e-01
3.7823e-01	4.3687e-01	3.5826e-01	4.5255e-01	4.3621e-01	2.6120e-01	3.6926e-01	3.1078e-01
4.7609e-01	3.9404e-01	3.7132e-01	3.5528e-01	3.3678e-01	1.6940e-01	3.5682e-01	4.9325e-01
3.3404e-01	4.0747e-01	3.9051e-01	4.3730e-01	4.3508e-01	4.2164e-01	1.9304e-01	3.5583e-01
4.4056e-01	4.3241e-01	4.0169e-01	1.9863e-01	2.5341e-01	3.5975e-01	4.4550e-01	4.3067e-01
4.6542e-01	3.9301e-01	2.7161e-01	4.2692e-01	3.1013e-01	2.7904e-01	4.0853e-01	4.3817e-01
