1.1740e-01	1.7897e-01	6.2729e-02	9.1091e-01	3.6041e-01
4.1451e-01	3.0206e-01	4.4051e-01	3.8698e-01	6.4273e-01
4.1418e-01	4.2422e-01	5.2509e-01	5.2918e-01	3.2628e-01
5.7083e-01	2.9277e-01	3.2521e-01	4.5690e-01	5.3886e-01
5.4422e-01	3.2301e-01	4.8380e-01	4.7241e-01	3.9615e-01
1.3962e-01	2.4725e-01	8.8724e-01	1.8584e-01	3.4234e-01
2.7806e-01	4.9714e-01	3.6965e-01	5.3116e-01	5.2224e-01
3.6972e-02	9.4998e-02	2.7782e-03	2.3494e-01	9.8234e-01
2.1956e-01	3.1294e-01	9.4649e-02	9.2253e-01	2.7376e-02
4.4385e-01	2.5302e-01	5.3096e-01	4.5362e-01	5.1836e-01
4.7779e-01	5.9075e-01	4.5839e-01	3.8469e-01	2.7935e-01
4.6969e-01	4.8867e-01	3.2435e-01	3.9643e-01	5.4322e-01
1.1814e-02	6.0828e-02	4.7954e-01	8.7817e-01	6.3565e-02
5.0349e-01	4.8308e-01	4.8124e-01	3.8003e-01	3.9006e-01
4.7870e-01	3.7843e-01	3.1759e-01	4.5745e-01	5.7864e-01
4.4681e-01	3.9847e-01	6.0553e-01	4.1168e-01	3.4751e-01
2.9503e-01	4.7614e-01	3.2969e-01	4.7731e-01	6.0638e-01
8.9820e-01	3.1911e-01	3.0830e-01	6.4191e-03	9.2808e-02
4.4446e-01	3.6924e-01	5.3344e-01	2.9550e-01	5.5970e-01
4.9498e-01	3.0076e-01	5.1462e-01	4.4345e-01	4.6840e-01
5.0097e-01	2.6956e-01	5.4372e-01	4.5174e-01	4.3891e-01
5.9642e-01	2.8300e-01	4.9092e-01	3.5794e-01	4.5982e-01
5.3392e-01	4.4838e-01	3.1355e-01	5.2965e-01	3.8495e-01
4.6582e-01	5.3813e-01	2.9502e-01	4.7716e-01	4.3929e-01
5.8118e-01	4.8652e-01	3.2311e-01	4.1063e-01	4.0828e-01
4.4693e-01	4.5896e-01	5.2147e-01	2.3607e-01	5.2958e-01
1.4689e-01	9.0256e-01	3.9099e-01	1.4955e-01	3.3720e-02
4.9348e-01	5.0594e-01	2.9002e-01	4.3623e-01	4.9145e-01
4.7858e-02	1.9399e-02	1.7665e-01	2.7490e-01	9.5930e-01
9.6102e-02	2.0429e-01	8.9507e-01	3.2974e-01	2.3908e-01
5.0957e-01	4.9223e-01	4.9481e-01	3.2606e-01	4.0307e-01
5.5143e-01	4.5786e-01	2.6727e-01	5.3368e-01	3.7798e-01
5.6446e-01	3.8075e-01	4.6157e-01	2.6243e-01	5.2178e-01
5.0548e-01	3.9487e-01	5.1644e-01	2.8317e-01	5.0944e-01
4.7430e-01	2.4821e-01	4.4439e-01	4.9129e-01	5.3998e-01
4.0770e-01	4.5721e-01	3.5247e-01	5.1531e-01	5.0045e-01
7.0733e-02	9.8236e-01	1.5131e-01	4.6448e-02	1.3056e-01
1.5823e-01	2.9234e-01	9.4666e-01	8.0111e-02	7.4200e-02
4.1810e-01	4.2051e-01	5.8893e-01	4.1798e-01	3.7733e-01
4.1738e-01	3.5234e-01	5.8947e-01	3.4724e-01	5.0167e-01
1.8049e-02	9.0296e-01	2.7820e-01	3.4123e-01	4.3391e-02
2.6846e-01	9.3077e-01	2.3829e-01	1.1349e-01	6.2460e-02
4.6410e-01	3.3297e-01	4.8740e-01	3.9132e-01	5.4869e-01
1.4518e-01	3.6588e-01	9.1100e-01	1.0645e-01	1.4864e-01
4.9474e-01	5.4225e-01	3.7390e-01	3.4376e-01	4.6802e-01
5.1613e-01	3.7010e-01	4.1427e-01	5.5663e-01	3.5825e-01
