0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0000e+00
4.7619e-04,4.7619e-04,4.7619e-04,4.7619e-04,4.7619e-04,9.9881e-01
9.5238e-04,9.5238e-04,9.5238e-04,9.5238e-04,9.5238e-04,9.9762e-01
1.4286e-03,1.4286e-03,1.4286e-03,1.4286e-03,1.4286e-03,9.9643e-01
1.9048e-03,1.9048e-03,1.9048e-03,1.9048e-03,1.9048e-03,9.9524e-01
2.3810e-03,2.3810e-03,2.3810e-03,2.3810e-03,2.3810e-03,9.9405e-01
2.8571e-03,2.8571e-03,2.8571e-03,2.8571e-03,2.8571e-03,9.9286e-01
3.3333e-03,3.3333e-03,3.3333e-03,3.3333e-03,3.3333e-03,9.9167e-01
3.8095e-03,3.8095e-03,3.8095e-03,3.8095e-03,3.8095e-03,9.9048e-01
4.2857e-03,4.2857e-03,4.2857e-03,4.2857e-03,4.2857e-03,9.8929e-01
4.7619e-03,4.7619e-03,4.7619e-03,4.7619e-03,4.7619e-03,9.8810e-01
5.2381e-03,5.2381e-03,5.2381e-03,5.2381e-03,5.2381e-03,9.8690e-01
5.7143e-03,5.7143e-03,5.7143e-03,5.7143e-03,5.7143e-03,9.8571e-01
6.1905e-03,6.1905e-03,6.1905e-03,6.1905e-03,6.1905e-03,9.8452e-01
6.6667e-03,6.6667e-03,6.6667e-03,6.6667e-03,6.6667e-03,9.8333e-01
7.1429e-03,7.1429e-03,7.1429e-03,7.1429e-03,7.1429e-03,9.8214e-01
7.6190e-03,7.6190e-03,7.6190e-03,7.6190e-03,7.6190e-03,9.8095e-01
8.0952e-03,8.0952e-03,8.0952e-03,8.0952e-03,8.0952e-03,9.7976e-01
8.5714e-03,8.5714e-03,8.5714e-03,8.5714e-03,8.5714e-03,9.7857e-01
9.0476e-03,9.0476e-03,9.0476e-03,9.0476e-03,9.0476e-03,9.7738e-01
9.5238e-03,9.5238e-03,9.5238e-03,9.5238e-03,9.5238e-03,9.7619e-01
1.0000e-02,1.0000e-02,1.0000e-02,1.0000e-02,1.0000e-02,9.7500e-01
1.0476e-02,1.0476e-02,1.0476e-02,1.0476e-02,1.0476e-02,9.7381e-01
1.0952e-02,1.0952e-02,1.0952e-02,1.0952e-02,1.0952e-02,9.7262e-01
1.1429e-02,1.1429e-02,1.1429e-02,1.1429e-02,1.1429e-02,9.7143e-01
1.1905e-02,1.1905e-02,1.1905e-02,1.1905e-02,1.1905e-02,9.7024e-01
1.2381e-02,1.2381e-02,1.2381e-02,1.2381e-02,1.2381e-02,9.6905e-01
1.2857e-02,1.2857e-02,1.2857e-02,1.2857e-02,1.2857e-02,9.6786e-01
1.3333e-02,1.3333e-02,1.3333e-02,1.3333e-02,1.3333e-02,9.6667e-01
1.3810e-02,1.3810e-02,1.3810e-02,1.3810e-02,1.3810e-02,9.6548e-01
1.4286e-02,1.4286e-02,1.4286e-02,1.4286e-02,1.4286e-02,9.6429e-01
1.4762e-02,1.4762e-02,1.4762e-02,1.4762e-02,1.4762e-02,9.6310e-01
1.5238e-02,1.5238e-02,1.5238e-02,1.5238e-02,1.5238e-02,9.6190e-01
1.5714e-02,1.5714e-02,1.5714e-02,1.5714e-02,1.5714e-02,9.6071e-01
1.6190e-02,1.6190e-02,1.6190e-02,1.6190e-02,1.6190e-02,9.5952e-01
1.6667e-02,1.6667e-02,1.6667e-02,1.6667e-02,1.6667e-02,9.5833e-01
1.7143e-02,1.7143e-02,1.7143e-02,1.7143e-02,1.7143e-02,9.5714e-01
1.7619e-02,1.7619e-02,1.7619e-02,1.7619e-02,1.7619e-02,9.5595e-01
1.8095e-02,1.8095e-02,1.8095e-02,1.8095e-02,1.8095e-02,9.5476e-01
1.8571e-02,1.8571e-02,1.8571e-02,1.8571e-02,1.8571e-02,9.5357e-01
1.9048e-02,1.9048e-02,1.9048e-02,1.9048e-02,1.9048e-02,9.5238e-01
1.9524e-02,1.9524e-02,1.9524e-02,1.9524e-02,1.9524e-02,9.5119e-01
2.0000e-02,2.0000e-02,2.0000e-02,2.0000e-02,2.0000e-02,9.5000e-01
2.0476e-02,2.0476e-02,2.0476e-02,2.0476e-02,2.0476e-02,9.4881e-01
2.0952e-02,2.0952e-02,2.0952e-02,2.0952e-02,2.0952e-02,9.4762e-01
2.1429e-02,2.1429e-02,2.1429e-02,2.1429e-02,2.1429e-02,9.4643e-01
2.1905e-02,2.1905e-02,2.1905e-02,2.1905e-02,2.1905e-02,9.4524e-01
2.2381e-02,2.2381e-02,2.2381e-02,2.2381e-02,2.2381e-02,9.4405e-01
2.2857e-02,2.2857e-02,2.2857e-02,2.2857e-02,2.2857e-02,9.4286e-01
2.3333e-02,2.3333e-02,2.3333e-02,2.3333e-02,2.3333e-02,9.4167e-01
2.3810e-02,2.3810e-02,2.3810e-02,2.3810e-02,2.3810e-02,9.4048e-01
2.4286e-02,2.4286e-02,2.4286e-02,2.4286e-02,2.4286e-02,9.3929e-01
2.4762e-02,2.4762e-02,2.4762e-02,2.4762e-02,2.4762e-02,9.3810e-01
2.5238e-02,2.5238e-02,2.5238e-02,2.5238e-02,2.5238e-02,9.3690e-01
2.5714e-02,2.5714e-02,2.5714e-02,2.5714e-02,2.5714e-02,9.3571e-01
2.6190e-02,2.6190e-02,2.6190e-02,2.6190e-02,2.6190e-02,9.3452e-01
2.6667e-02,2.6667e-02,2.6667e-02,2.6667e-02,2.6667e-02,9.3333e-01
2.7143e-02,2.7143e-02,2.7143e-02,2.7143e-02,2.7143e-02,9.3214e-01
2.7619e-02,2.7619e-02,2.7619e-02,2.7619e-02,2.7619e-02,9.3095e-01
