-0.1241	-0.0068	-3.0000
-0.0959	0.1230	-3.0000
0.4289	-0.1140	0.0000
-0.1084	0.0221	-3.0000
-0.0771	-0.0987	-3.0000
-0.1352	0.1687	-3.0000
-0.0018	-0.2167	-3.0000
0.1667	-0.1501	-2.0000
0.4220	-0.0409	0.0000
-0.0776	-0.4177	0.0000
0.2505	-0.4325	0.0000
0.0213	0.4541	0.0000
-0.0343	0.2312	-3.0000
0.0800	-0.1271	-3.0000
-0.4314	-0.1569	0.0000
-0.2432	-0.3169	-1.0000
0.1675	0.2069	-3.0000
0.1836	-0.2025	-2.0000
-0.2577	-0.0077	-2.0000
-0.0748	0.3543	-1.0000
0.3746	0.2467	0.0000
-0.0990	-0.0836	-3.0000
0.3766	-0.2723	0.0000
0.0324	0.1513	-3.0000
-0.1058	-0.1395	-3.0000
0.0448	-0.4104	-1.0000
0.0747	-0.3147	-2.0000
-0.0766	-0.0579	-3.0000
0.3803	0.0208	-1.0000
0.1350	0.4419	0.0000
0.1428	0.4591	0.0000
0.4021	0.1664	0.0000
0.2406	0.4384	0.0000
-0.2845	-0.1107	-2.0000
-0.0787	0.3649	-1.0000
0.1326	-0.1000	-3.0000
-0.2212	0.1142	-2.0000
-0.3797	-0.1290	-1.0000
-0.0698	0.0364	-3.0000
0.0355	-0.3653	-1.0000
-0.4812	-0.0638	0.0000
0.1638	0.4550	0.0000
-0.1512	0.0317	-3.0000
-0.2442	0.0026	-2.0000
-0.0389	-0.4018	-1.0000
0.1764	-0.0516	-3.0000
-0.3740	0.1222	-1.0000
0.1176	-0.4611	0.0000
-0.1696	0.1264	-3.0000
0.4035	-0.0883	-1.0000
-0.3824	0.1631	-1.0000
-0.3777	0.0191	-1.0000
0.0442	-0.2777	-2.0000
-0.1995	0.2189	-2.0000
-0.0462	0.4334	0.0000
0.2084	-0.2594	-2.0000
-0.2968	-0.2248	-1.0000
0.3231	0.2318	-1.0000
-0.3213	0.0036	-2.0000
0.3709	-0.0226	-1.0000
0.3090	0.2291	-1.0000
-0.3721	-0.1969	-1.0000
-0.0650	0.4224	-1.0000
0.0030	-0.1999	-3.0000
0.3242	0.2081	-1.0000
-0.3057	0.1168	-2.0000
0.2261	0.2625	-2.0000
-0.1049	0.4060	-1.0000
0.3855	-0.0433	-1.0000
-0.3508	0.1434	-1.0000
0.0323	-0.2762	-2.0000
0.1861	0.4601	0.0000
0.2839	-0.3032	-1.0000
-0.1733	-0.0778	-3.0000
0.2192	-0.2467	-2.0000
0.0941	-0.0579	-3.0000
0.0347	-0.3134	-2.0000
0.3719	-0.2220	0.0000
-0.1885	0.3736	0.0000
0.1051	0.2611	-2.0000
0.1324	-0.0984	-3.0000
-0.1508	-0.2833	-2.0000
0.2169	0.0185	-3.0000
-0.2889	0.1272	-2.0000
-0.2523	-0.1497	-2.0000
-0.0459	-0.0682	-3.0000
0.2821	-0.2913	-1.0000
0.1950	0.3444	-1.0000
-0.1875	0.1146	-3.0000
-0.0650	-0.2417	-2.0000
0.0101	0.0320	-3.0000
-0.1970	-0.2921	-1.0000
-0.3816	-0.2595	0.0000
0.3189	0.1738	-2.0000
0.3081	-0.2701	-1.0000
-0.1294	-0.4100	0.0000
-0.0353	-0.4173	-1.0000
0.3357	-0.0132	-2.0000
-0.2670	-0.1473	-2.0000
0.3907	-0.2633	0.0000
0.0864	-0.2684	-2.0000
-0.1586	-0.0401	-3.0000
-0.1417	-0.2647	-2.0000
-0.0600	0.2434	-3.0000
-0.4274	-0.1925	0.0000
-0.2709	0.2031	-2.0000
-0.0392	-0.2206	-3.0000
-0.0275	0.3262	-2.0000
-0.0406	0.0977	-3.0000
0.1320	0.4550	0.0000
0.1784	0.1918	-3.0000
0.3123	-0.3843	0.0000
0.3331	-0.0612	-2.0000
-0.2319	-0.2379	-2.0000
0.0201	0.3920	-1.0000
0.0516	0.3371	-2.0000
0.3387	-0.0706	-2.0000
-0.1286	0.2718	-2.0000
-0.2023	0.0292	-3.0000
0.0571	0.0406	-3.0000
0.0047	-0.0686	-3.0000
0.2595	0.1426	-2.0000
-0.0439	-0.4418	0.0000
