3.1221e-01	2.6383e-01	1.5790e-01	9.9957e-01	2.7479e-01	3.3775e-01	7.4318e-01	4.7656e-01	3.7702e-01	2.5221e-01
5.7925e-01	3.2148e-01	9.1882e-01	8.7162e-01	7.9778e-01	3.6210e-01	9.9993e-01	6.9667e-01	4.3871e-01	7.2166e-01
3.9510e-01	2.9840e-01	7.7912e-01	9.9957e-01	5.3294e-01	4.1418e-01	9.9772e-01	3.4108e-01	2.9912e-01	2.0594e-01
5.3161e-01	2.2998e-01	1.0271e-01	9.9957e-01	3.3786e-01	3.2202e-01	9.9969e-01	4.7508e-01	2.5952e-01	2.8202e-01
3.9825e-01	3.5411e-02	2.1811e-02	9.9901e-01	5.9817e-01	1.7970e-01	9.9148e-01	2.5936e-01	3.4115e-02	1.9336e-01
4.5054e-01	2.0715e-01	9.1125e-01	9.8780e-01	9.6970e-01	3.0036e-01	9.7519e-01	6.9518e-01	3.0036e-01	6.5049e-01
4.6078e-01	2.7476e-01	4.6290e-01	9.9957e-01	3.2485e-01	3.6490e-01	9.9984e-01	4.3402e-01	2.9842e-01	2.1334e-01
4.2621e-01	6.4881e-01	1.6073e-01	9.8862e-01	2.1552e-01	7.1471e-01	9.9993e-01	4.8309e-01	5.0644e-01	5.9730e-02
4.0298e-01	2.6503e-01	4.9573e-01	9.9957e-01	5.6759e-01	3.5211e-01	8.8591e-01	4.4932e-01	3.2072e-01	1.0934e-01
4.6510e-01	3.0678e-01	4.6325e-01	9.9957e-01	5.2277e-01	4.0518e-01	9.9991e-01	4.2896e-01	3.0981e-01	1.6167e-01
4.1421e-01	2.1485e-01	1.8535e-01	9.9957e-01	3.4957e-01	3.0557e-01	9.9988e-01	4.7222e-01	2.8896e-01	2.7318e-01
4.5077e-01	2.5117e-01	1.7701e-01	9.9141e-01	3.1254e-01	3.3141e-01	9.9993e-01	4.6965e-01	2.9661e-01	2.7229e-01
4.8621e-01	3.3252e-01	8.9689e-01	9.9957e-01	2.3090e-01	4.0557e-01	9.9676e-01	3.7445e-01	3.8472e-01	1.7954e-01
3.6899e-01	7.0453e-01	8.5955e-01	9.9930e-01	6.2542e-02	7.6223e-01	9.9993e-01	4.2918e-01	5.8941e-01	7.8998e-02
4.0300e-01	4.8020e-01	7.9952e-01	9.9957e-01	2.5482e-01	5.8088e-01	9.9945e-01	3.8552e-01	4.2417e-01	1.0948e-01
4.8707e-01	2.2266e-02	5.7886e-02	9.6195e-01	6.1194e-01	1.5097e-01	9.8779e-01	4.4629e-01	9.7153e-02	2.7310e-01
4.1996e-01	3.8615e-01	8.8496e-01	9.9946e-01	5.3771e-01	4.9894e-01	9.9993e-01	3.5640e-01	3.5861e-01	4.3030e-02
4.6510e-01	3.5490e-01	9.2176e-01	2.6811e-01	5.0219e-01	3.1043e-01	9.9993e-01	6.8453e-01	6.7329e-01	5.7969e-01
4.3924e-01	5.4789e-01	1.6665e-01	9.9957e-01	1.8826e-01	6.2192e-01	9.4625e-01	5.4346e-01	4.8097e-01	9.3181e-02
4.5082e-01	8.7626e-02	3.7602e-02	9.9847e-01	5.9559e-01	2.2277e-01	9.8032e-01	4.3695e-01	9.8794e-02	1.4509e-01
4.5260e-01	2.9120e-01	8.9763e-01	9.9838e-01	2.4456e-01	3.8272e-01	9.9071e-01	3.2606e-01	3.4865e-01	2.1698e-01
4.2347e-01	2.1146e-01	1.2421e-01	9.9955e-01	3.5147e-01	3.2914e-01	9.9993e-01	4.1489e-01	2.4393e-01	3.0105e-01
5.0546e-01	3.0919e-01	9.5268e-01	8.5797e-01	5.9064e-01	4.1041e-01	9.9993e-01	6.0517e-01	4.6051e-01	5.0034e-01
3.5852e-01	1.0934e-01	3.4024e-01	9.9957e-01	5.9384e-01	2.4180e-01	9.9993e-01	3.0509e-01	1.0144e-01	1.5111e-01
2.7985e-01	2.0610e-02	9.8276e-02	9.9161e-01	6.7844e-01	1.2802e-01	9.9915e-01	4.1815e-01	1.3201e-01	2.7481e-01
6.4881e-01	2.1019e-01	9.6312e-01	9.9867e-01	5.9330e-01	3.3570e-01	9.9993e-01	4.2260e-01	2.8051e-01	5.1652e-01
2.4524e-01	3.3185e-01	3.8403e-01	9.9957e-01	1.9035e-01	3.8515e-01	8.1856e-01	4.3743e-01	4.1358e-01	2.0949e-01
2.8936e-01	4.2258e-01	8.9169e-01	9.9957e-01	7.6289e-02	5.1801e-01	9.9993e-01	3.0289e-01	4.1439e-01	2.6816e-01
5.1532e-01	1.7270e-01	9.0198e-02	9.9957e-01	4.8373e-01	2.7542e-01	9.1495e-01	5.0221e-01	2.2017e-01	1.4053e-01
4.2581e-01	2.7385e-01	5.4325e-01	9.9957e-01	2.5601e-01	3.5994e-01	9.1754e-01	4.5040e-01	3.6735e-01	2.3892e-01
