7.362374e+01,1.923845e+03,6.162037e+01,2.000000e+00,4.103384e+02,4.313153e+04,-2.140564e+03,-1.567783e+01,-1.965859e+02,9.339017e-01
7.393966e+01,1.932828e+03,8.052644e+01,1.981656e+00,4.749988e+02,4.319821e+04,-2.000000e+03,-1.516470e+01,-1.955520e+02,2.672092e+00
7.372180e+01,1.929232e+03,7.705539e+01,2.000000e+00,4.422541e+02,4.334085e+04,-2.001209e+03,-1.599369e+01,-1.978913e+02,7.625874e-01
7.388330e+01,1.918572e+03,6.024895e+01,2.000000e+00,4.181356e+02,4.308848e+04,-2.000128e+03,-1.568130e+01,-1.985550e+02,1.044278e+00
7.372553e+01,1.888258e+03,5.823896e+01,1.999920e+00,4.503190e+02,4.269873e+04,-2.004624e+03,-1.618420e+01,-2.023323e+02,7.160017e-01
7.378739e+01,1.915014e+03,8.033846e+01,1.998313e+00,4.962537e+02,4.302914e+04,-2.013541e+03,-1.516818e+01,-1.978706e+02,2.408562e+00
7.379950e+01,1.925548e+03,6.919859e+01,2.000000e+00,4.165277e+02,4.320589e+04,-2.000047e+03,-1.577701e+01,-1.979031e+02,7.899847e-01
7.375861e+01,1.983825e+03,6.169069e+01,1.998430e+00,4.030099e+02,4.416380e+04,-2.000000e+03,-1.566261e+01,-1.944171e+02,2.212091e-01
7.373112e+01,1.924033e+03,7.001421e+01,2.000000e+00,4.465391e+02,4.317087e+04,-2.062420e+03,-1.574135e+01,-1.975294e+02,4.049042e-01
7.380461e+01,1.930537e+03,6.920724e+01,2.000000e+00,4.409970e+02,4.331618e+04,-2.000010e+03,-1.578881e+01,-1.977121e+02,5.986449e-01
7.374441e+01,1.916215e+03,6.230231e+01,2.000000e+00,4.195836e+02,4.304343e+04,-2.000023e+03,-1.568797e+01,-1.980615e+02,1.011543e+00
7.378766e+01,1.921873e+03,6.209513e+01,1.998831e+00,4.150057e+02,4.311419e+04,-2.000000e+03,-1.569396e+01,-1.979334e+02,1.008256e+00
7.382959e+01,1.934547e+03,7.998169e+01,2.000000e+00,4.049115e+02,4.331726e+04,-2.001732e+03,-1.591590e+01,-1.964568e+02,6.648114e-01
7.369091e+01,1.992506e+03,7.905380e+01,1.999961e+00,3.840964e+02,4.429393e+04,-2.000000e+03,-1.578831e+01,-1.930266e+02,2.925532e-01
7.373115e+01,1.957556e+03,7.756222e+01,2.000000e+00,4.078694e+02,4.379732e+04,-2.000262e+03,-1.589008e+01,-1.957958e+02,4.054146e-01
7.383061e+01,1.886210e+03,5.913530e+01,1.994606e+00,4.520216e+02,4.262007e+04,-2.006647e+03,-1.574840e+01,-2.012759e+02,1.011227e+00
7.375121e+01,1.942903e+03,7.968531e+01,1.999984e+00,4.428442e+02,4.357293e+04,-2.000000e+03,-1.595797e+01,-1.968943e+02,1.593772e-01
7.380462e+01,1.938034e+03,8.059948e+01,1.895130e+00,4.384524e+02,4.305673e+04,-2.000000e+03,-1.519300e+01,-1.916209e+02,2.146424e+00
7.377402e+01,1.968101e+03,6.183777e+01,2.000000e+00,3.996391e+02,4.390971e+04,-2.029388e+03,-1.552187e+01,-1.948439e+02,3.450653e-01
7.378772e+01,1.896393e+03,5.863132e+01,1.999843e+00,4.500000e+02,4.281667e+04,-2.010736e+03,-1.577018e+01,-2.012484e+02,5.372681e-01
7.378983e+01,1.928110e+03,8.000000e+01,1.999830e+00,4.066004e+02,4.325470e+04,-2.005045e+03,-1.602870e+01,-1.970613e+02,8.034536e-01
7.375536e+01,1.915687e+03,6.078327e+01,1.999997e+00,4.198188e+02,4.310795e+04,-2.000000e+03,-1.582162e+01,-1.988162e+02,1.114745e+00
7.385236e+01,1.930913e+03,8.136786e+01,1.979699e+00,4.493884e+02,4.333051e+04,-2.000000e+03,-1.537800e+01,-1.951868e+02,1.852615e+00
7.367852e+01,1.899776e+03,6.615092e+01,2.000000e+00,4.497835e+02,4.286879e+04,-2.000000e+03,-1.607760e+01,-2.012041e+02,5.595736e-01
