7.3750e-01,8.0607e-01,6.9299e-01,8.6760e-01,6.3855e-01,6.1239e-01,6.2062e-01
7.6606e-01,8.6352e-01,6.7302e-01,8.1580e-01,7.8113e-01,6.4339e-01,5.0247e-01
6.9498e-01,8.6169e-01,5.9048e-01,7.4161e-01,5.9016e-01,5.3166e-01,5.7294e-01
7.6237e-01,7.1507e-01,8.1387e-01,6.7614e-01,7.0313e-01,8.3501e-01,4.5259e-01
7.9941e-01,7.1523e-01,8.4559e-01,5.8674e-01,6.0209e-01,4.7420e-01,2.0736e-01
7.0947e-01,7.2289e-01,7.1622e-01,7.5832e-01,9.3864e-01,4.7723e-01,4.7208e-01
8.2866e-01,8.1408e-01,6.6260e-01,6.9246e-01,5.7644e-01,5.0478e-01,7.7408e-01
8.5058e-01,7.1748e-01,7.4157e-01,7.7560e-01,6.1816e-01,5.8576e-01,5.8964e-01
7.2691e-01,6.1887e-01,7.5897e-01,6.5710e-01,8.1106e-01,4.3103e-01,6.6110e-01
7.6529e-01,5.9046e-01,7.9803e-01,6.6992e-01,6.3478e-01,4.6770e-01,4.4889e-01
6.4024e-01,7.2601e-01,8.3308e-01,7.6969e-01,8.0934e-01,5.6613e-01,5.9778e-01
6.9800e-01,7.3954e-01,7.4093e-01,8.1633e-01,6.0532e-01,5.4642e-01,3.8224e-01
7.8006e-01,9.1203e-01,6.9360e-01,6.3648e-01,7.5728e-01,6.0621e-01,3.7553e-01
7.5442e-01,6.6371e-01,6.0390e-01,5.7980e-01,7.7065e-01,8.6576e-01,5.3506e-01
7.5501e-01,7.3642e-01,7.3762e-01,5.8455e-01,7.1361e-01,5.3822e-01,1.1930e-01
7.1953e-01,8.6863e-01,8.0781e-01,6.5402e-01,5.7042e-01,3.8667e-01,4.4251e-01
7.2206e-01,8.0412e-01,6.5798e-01,6.5411e-01,7.3321e-01,4.7600e-01,7.5708e-01
7.0877e-01,8.6864e-01,6.9983e-01,7.7296e-01,6.2413e-01,6.0156e-01,5.7821e-01
6.4640e-01,8.5825e-01,7.1388e-01,7.2129e-01,5.5048e-01,7.5340e-01,3.1818e-01
7.1902e-01,7.7994e-01,8.4069e-01,7.9176e-01,5.9414e-01,7.4355e-01,6.2095e-01
8.4707e-01,7.2446e-01,8.2032e-01,6.7689e-01,5.3730e-01,5.6659e-01,4.9624e-01
6.9518e-01,8.0877e-01,8.6317e-01,5.9913e-01,6.5082e-01,4.8898e-01,3.3954e-01
7.6539e-01,7.1169e-01,6.6401e-01,9.0632e-01,5.7890e-01,6.8701e-01,5.2882e-01
6.4076e-01,7.3492e-01,8.4191e-01,8.4191e-01,7.6948e-01,7.1752e-01,5.3213e-01
7.3167e-01,8.9635e-01,8.8288e-01,7.7923e-01,6.6630e-01,5.7963e-01,4.6060e-01
7.3983e-01,7.2389e-01,9.3219e-01,6.5523e-01,5.6540e-01,6.6358e-01,5.7841e-01
8.2146e-01,8.5097e-01,6.3540e-01,6.5651e-01,7.0176e-01,7.7124e-01,5.3833e-01
7.5622e-01,6.5070e-01,6.1454e-01,7.2554e-01,5.5761e-01,4.3099e-01,6.1524e-01
7.8291e-01,8.6084e-01,6.2049e-01,7.7714e-01,7.6278e-01,4.5875e-01,4.2860e-01
7.6309e-01,6.5461e-01,7.1641e-01,8.9762e-01,6.0509e-01,5.1086e-01,5.2265e-01
8.6624e-01,6.9507e-01,6.9753e-01,8.3533e-01,7.3538e-01,6.6507e-01,6.0273e-01
6.8555e-01,7.6132e-01,6.0129e-01,8.0226e-01,5.3741e-01,5.7460e-01,8.0900e-01
6.9563e-01,9.4432e-01,7.3607e-01,6.7959e-01,6.1273e-01,5.6806e-01,6.8143e-01
6.5436e-01,7.8130e-01,6.6025e-01,8.1411e-01,6.3575e-01,7.4859e-01,2.7203e-01
7.1605e-01,7.4532e-01,7.5244e-01,5.3625e-01,8.1423e-01,3.5848e-01,4.6892e-01
6.2545e-01,7.3392e-01,8.2463e-01,7.1991e-01,7.0353e-01,5.4410e-01,4.9639e-01
7.6782e-01,6.4764e-01,8.0577e-01,5.5480e-01,7.3636e-01,4.1890e-01,5.3313e-01
7.5767e-01,8.2062e-01,9.3528e-01,6.7740e-01,6.8520e-01,5.8674e-01,6.3014e-01
8.1470e-01,7.2014e-01,6.5275e-01,6.5794e-01,4.6135e-01,5.1252e-01,3.5460e-01
7.9010e-01,7.0834e-01,7.5099e-01,8.4546e-01,7.0313e-01,7.3228e-01,5.7086e-01
7.6254e-01,7.8665e-01,6.3763e-01,7.2371e-01,5.9976e-01,5.5494e-01,8.9516e-01
7.8072e-01,8.5594e-01,7.4639e-01,7.6822e-01,7.0690e-01,5.6987e-01,5.3893e-01
7.5614e-01,7.8073e-01,6.6784e-01,7.5868e-01,6.4893e-01,4.2463e-01,6.1855e-01
8.0506e-01,6.5347e-01,7.8708e-01,7.9177e-01,5.4293e-01,6.9605e-01,4.5598e-01
6.7330e-01,8.1771e-01,6.5726e-01,7.0629e-01,7.9260e-01,5.1785e-01,5.1813e-01
7.9142e-01,8.6372e-01,7.2148e-01,7.6266e-01,6.9755e-01,3.9260e-01,4.8678e-01
7.1384e-01,6.3399e-01,7.4600e-01,6.1405e-01,6.8394e-01,7.2154e-01,8.6017e-01
7.7432e-01,9.1205e-01,7.5544e-01,6.5349e-01,6.8925e-01,5.8241e-01,4.5085e-01
8.0960e-01,7.1805e-01,7.1222e-01,8.0364e-01,5.8432e-01,7.5337e-01,5.3073e-01
7.2608e-01,7.3553e-01,7.8021e-01,7.4163e-01,6.7363e-01,4.7949e-01,4.8085e-01
7.0855e-01,6.8956e-01,5.9343e-01,7.7348e-01,5.6946e-01,7.7917e-01,3.1820e-01
7.2008e-01,7.7490e-01,6.5759e-01,6.0210e-01,8.1241e-01,6.5715e-01,4.4017e-01
8.8346e-01,7.6364e-01,6.9219e-01,6.9244e-01,6.5958e-01,5.4773e-01,2.9093e-01
6.9545e-01,7.8303e-01,7.8278e-01,9.0261e-01,6.2330e-01,4.8994e-01,5.4730e-01
7.5861e-01,8.9614e-01,7.7947e-01,7.1770e-01,6.5547e-01,6.6767e-01,3.0617e-01
6.4871e-01,8.3931e-01,7.9891e-01,6.3971e-01,7.9766e-01,6.3476e-01,4.6717e-01
7.7298e-01,6.5389e-01,7.0368e-01,6.6417e-01,8.1318e-01,7.1530e-01,6.5127e-01
8.8554e-01,7.9238e-01,7.2349e-01,6.0688e-01,6.4716e-01,4.7716e-01,6.6172e-01
7.0006e-01,6.8184e-01,7.1509e-01,8.8206e-01,4.8465e-01,6.8760e-01,3.9660e-01
6.6940e-01,7.5623e-01,6.8559e-01,6.5918e-01,5.6186e-01,7.1483e-01,2.7275e-01
7.4065e-01,7.3801e-01,7.3967e-01,5.8295e-01,8.6612e-01,5.2112e-01,4.2527e-01
6.9197e-01,6.6348e-01,6.1576e-01,6.3367e-01,9.2977e-01,5.4498e-01,5.3108e-01
6.8517e-01,6.8217e-01,7.4790e-01,6.0399e-01,9.0728e-01,7.6485e-01,4.7740e-01
6.9582e-01,7.1091e-01,7.9748e-01,6.5392e-01,5.4195e-01,6.3725e-01,3.1182e-01
6.7743e-01,6.9077e-01,6.8989e-01,8.6348e-01,7.3636e-01,8.2663e-01,5.2252e-01
5.9804e-01,8.0856e-01,6.5364e-01,8.6237e-01,5.7945e-01,4.9562e-01,4.9793e-01
7.0696e-01,7.6841e-01,8.6005e-01,6.9399e-01,5.7614e-01,6.6704e-01,4.7455e-01
7.1065e-01,7.2277e-01,7.9206e-01,6.8457e-01,5.6037e-01,6.1565e-01,3.3843e-01
6.7921e-01,7.2868e-01,9.0029e-01,8.2250e-01,6.5076e-01,6.9009e-01,5.6384e-01
7.5498e-01,6.2577e-01,8.4522e-01,6.0777e-01,8.3914e-01,6.6242e-01,3.7972e-01
7.9656e-01,8.7027e-01,7.0995e-01,7.5442e-01,6.1401e-01,5.3666e-01,7.1635e-01
7.3309e-01,7.5311e-01,8.5204e-01,7.1016e-01,8.4830e-01,5.3382e-01,3.8134e-01
6.5328e-01,7.0000e-01,7.1107e-01,7.2100e-01,8.5683e-01,4.4988e-01,5.8472e-01
7.9372e-01,7.9193e-01,9.0981e-01,7.2575e-01,7.4801e-01,6.5197e-01,5.4274e-01
7.1986e-01,7.8860e-01,9.3303e-01,6.9182e-01,6.6604e-01,6.2229e-01,5.0146e-01
8.5955e-01,7.8773e-01,6.9848e-01,5.8281e-01,8.4318e-01,5.2446e-01,4.5848e-01
6.7370e-01,8.9026e-01,7.3789e-01,5.6088e-01,7.4706e-01,6.2344e-01,7.2248e-01
7.5935e-01,6.7196e-01,8.8144e-01,8.1617e-01,7.3010e-01,5.7245e-01,4.6562e-01
7.1582e-01,7.3897e-01,7.3990e-01,6.3885e-01,6.6169e-01,4.1102e-01,3.8708e-01
6.9685e-01,7.5904e-01,6.1585e-01,6.7309e-01,8.5719e-01,7.0590e-01,6.6811e-01
8.4264e-01,7.3767e-01,8.4533e-01,7.6751e-01,6.9201e-01,6.8217e-01,4.8992e-01
8.4190e-01,7.9917e-01,7.4426e-01,7.5600e-01,5.6573e-01,7.1635e-01,4.5140e-01
6.1231e-01,8.4221e-01,8.0997e-01,7.6372e-01,7.2682e-01,7.5262e-01,5.8613e-01
7.1874e-01,9.3498e-01,7.5110e-01,6.8492e-01,5.2859e-01,5.4911e-01,6.8107e-01
7.6863e-01,7.5048e-01,6.1377e-01,6.6451e-01,6.2461e-01,4.6193e-01,5.4058e-01
7.3837e-01,7.9314e-01,6.6398e-01,7.9819e-01,6.4233e-01,8.3577e-01,6.3272e-01
6.7976e-01,6.5961e-01,6.9029e-01,8.6653e-01,6.6186e-01,7.0387e-01,3.2957e-01
6.1005e-01,7.3284e-01,6.7230e-01,5.7825e-01,5.6649e-01,6.0324e-01,1.6721e-01
8.1413e-01,7.8399e-01,7.4596e-01,8.0809e-01,5.7345e-01,5.9164e-01,2.4039e-01
7.5655e-01,8.7157e-01,7.0498e-01,6.0255e-01,6.1080e-01,4.9642e-01,4.0156e-01
7.1119e-01,8.0629e-01,8.3231e-01,8.1441e-01,7.9284e-01,5.6486e-01,4.1383e-01
6.9375e-01,8.2390e-01,8.8996e-01,6.1666e-01,7.1956e-01,4.1481e-01,5.2671e-01
7.5904e-01,6.1481e-01,6.8523e-01,8.2237e-01,8.1918e-01,5.3931e-01,5.2735e-01
6.5754e-01,6.9065e-01,7.0989e-01,7.2150e-01,7.3154e-01,6.8473e-01,5.1775e-01
8.4200e-01,8.4648e-01,6.9445e-01,6.0617e-01,7.1818e-01,4.9213e-01,3.0323e-01
7.5177e-01,8.6571e-01,5.7193e-01,7.0415e-01,7.6721e-01,6.1255e-01,5.6253e-01
6.8055e-01,8.6792e-01,7.9519e-01,7.0042e-01,6.6711e-01,4.2668e-01,5.1202e-01
6.2584e-01,7.9848e-01,5.7739e-01,7.6027e-01,7.5612e-01,8.0124e-01,4.9556e-01
7.6731e-01,7.0104e-01,6.1204e-01,7.2108e-01,7.7022e-01,4.1560e-01,4.3210e-01
6.7728e-01,7.0941e-01,6.3740e-01,5.7314e-01,6.1195e-01,8.5900e-01,7.2389e-01
6.7454e-01,6.9957e-01,7.3719e-01,7.9655e-01,7.7148e-01,6.9147e-01,4.8441e-01
7.3430e-01,7.4242e-01,6.0464e-01,8.6759e-01,8.0400e-01,6.7522e-01,6.3192e-01
8.3363e-01,7.4260e-01,6.5878e-01,8.3855e-01,5.7103e-01,7.2641e-01,4.8783e-01
