3.7472e-01	5.1412e-01	8.9744e-01	9.8787e-01	6.2232e-01	6.3135e-01	9.9663e-01	3.0579e-01	4.0503e-01	1.9294e-01
8.1765e-01	3.2576e-01	9.2238e-01	9.6905e-01	6.2460e-01	4.4430e-01	9.9696e-01	4.3508e-01	3.2628e-01	6.1782e-01
6.0178e-01	2.2097e-01	7.4038e-02	9.8786e-01	6.2465e-01	4.1022e-01	9.9695e-01	4.2586e-01	1.5426e-01	2.8154e-01
5.1966e-01	4.5817e-01	8.9763e-01	9.5127e-01	6.2464e-01	5.6096e-01	9.9696e-01	3.2855e-01	3.6565e-01	2.5607e-01
4.5433e-01	5.3008e-01	8.9793e-01	9.8787e-01	1.0056e-01	6.2457e-01	9.9686e-01	3.2698e-01	4.5614e-01	3.1650e-01
3.6518e-01	6.8226e-02	6.4190e-01	8.7679e-01	6.6427e-01	1.0654e-01	9.3053e-01	6.0010e-01	4.4738e-01	3.5190e-01
5.3565e-01	3.8501e-01	8.9768e-01	9.8787e-01	5.7496e-01	4.9797e-01	9.8099e-01	2.8729e-01	3.1489e-01	1.7696e-01
5.6836e-01	4.1484e-01	8.9821e-01	9.8787e-01	5.7837e-01	5.3068e-01	9.9692e-01	2.5324e-01	3.1236e-01	1.0234e-01
5.5421e-01	1.8060e-01	8.9800e-01	9.8787e-01	6.2126e-01	3.9564e-01	9.9696e-01	1.5271e-01	8.0184e-02	2.1078e-01
3.1791e-01	6.1049e-01	8.9784e-01	9.1527e-01	4.9641e-01	6.8166e-01	9.9696e-01	3.9168e-01	4.6712e-01	9.0732e-07
3.9810e-01	4.9597e-01	8.8646e-01	9.8787e-01	5.1500e-01	5.9028e-01	9.9682e-01	2.9509e-01	4.1507e-01	2.7159e-01
2.2617e-01	1.8740e-02	8.7968e-01	9.8560e-01	6.3370e-01	1.8585e-01	9.9692e-01	2.5133e-01	1.5446e-01	3.3198e-01
6.1556e-01	3.8848e-01	8.7728e-01	9.8787e-01	6.0479e-01	5.0243e-01	9.8905e-01	3.4985e-01	3.5917e-01	2.7658e-01
4.1232e-01	4.3657e-01	3.6024e-01	9.8766e-01	6.1600e-01	5.3166e-01	9.9696e-01	3.9700e-01	3.4593e-01	2.7504e-01
6.4027e-01	7.4103e-02	8.5081e-02	9.8787e-01	6.2465e-01	2.6648e-01	9.9645e-01	4.5169e-01	1.6239e-01	1.7147e-01
5.5939e-01	8.1909e-02	4.4599e-02	9.8781e-01	6.6892e-01	2.7594e-01	9.9696e-01	3.4841e-01	5.0304e-02	3.1084e-01
2.2209e-01	3.0763e-01	7.2907e-01	4.6718e-01	5.5187e-01	4.2632e-01	9.9696e-01	5.9226e-01	3.2254e-01	1.1330e-01
6.1531e-01	2.0909e-02	5.4141e-01	5.6216e-01	6.8406e-01	1.4477e-01	9.9221e-01	6.2115e-01	2.2701e-01	4.1144e-01
6.6743e-01	1.7194e-01	4.9552e-02	8.8901e-01	6.2428e-01	3.6840e-01	9.9696e-01	4.3437e-01	1.6046e-01	2.8139e-01
5.0264e-01	5.2211e-01	8.9277e-01	9.8238e-01	5.3439e-01	6.2943e-01	9.9696e-01	3.2034e-01	4.1627e-01	1.6167e-01
5.3379e-01	5.8335e-01	8.8585e-01	9.8787e-01	1.2257e-01	6.6100e-01	9.9690e-01	3.6538e-01	4.4566e-01	2.7898e-01
4.2608e-01	3.8680e-01	8.9686e-01	9.8787e-01	2.3639e-01	5.2613e-01	9.9480e-01	3.0687e-01	3.7761e-01	3.0468e-01
5.4661e-01	4.1062e-01	9.2533e-01	9.8772e-01	6.0073e-01	4.0298e-01	9.9696e-01	6.4754e-01	6.6610e-01	6.3035e-01
6.1880e-01	5.3586e-01	8.8559e-01	9.8787e-01	1.6062e-01	6.5092e-01	9.9439e-01	3.1333e-01	4.1697e-01	4.0085e-01
4.2480e-01	5.3810e-01	8.9805e-01	9.8787e-01	8.0572e-02	6.3610e-01	9.9593e-01	3.7400e-01	4.8277e-01	3.7577e-01
4.1227e-01	2.6064e-01	8.9321e-01	9.8787e-01	4.8884e-01	3.8058e-01	9.9282e-01	3.3053e-01	3.3247e-01	2.4255e-01
4.7890e-01	1.3117e-02	8.8561e-01	9.5714e-01	6.8857e-01	1.6935e-01	9.9692e-01	3.7529e-01	1.8929e-01	2.5548e-01
6.5817e-01	8.4027e-02	6.3890e-02	9.8443e-01	6.2465e-01	2.3941e-01	9.9694e-01	4.9392e-01	1.8381e-01	3.8629e-01
5.4982e-01	2.7195e-01	8.9815e-01	9.8678e-01	5.7174e-01	3.7645e-01	9.9696e-01	3.1618e-01	3.2266e-01	2.4556e-01
5.1202e-01	5.1822e-01	9.1643e-01	9.8442e-01	5.1382e-01	5.8347e-01	9.9696e-01	5.7423e-01	5.0883e-01	7.3228e-01
5.4234e-01	1.9852e-01	8.9826e-01	9.8787e-01	5.7347e-01	3.2887e-01	9.9688e-01	3.4822e-01	2.9595e-01	2.7696e-01
2.9286e-01	4.4296e-01	8.8645e-01	9.8787e-01	6.0764e-01	5.4729e-01	8.5149e-01	3.3852e-01	4.0114e-01	2.3475e-01
4.3347e-03	3.3083e-03	4.1130e-01	9.8787e-01	7.8204e-01	5.9959e-02	4.5892e-02	4.8762e-01	3.8315e-01	2.7480e-01
5.7230e-01	4.9988e-01	1.7075e-01	9.8787e-01	6.1398e-01	5.9954e-01	9.8668e-01	4.9409e-01	4.1461e-01	1.4486e-01
3.5899e-01	2.4413e-01	8.9832e-01	8.2973e-01	5.0771e-01	3.1471e-01	7.3982e-01	5.2838e-01	3.8509e-01	2.9633e-01
5.4014e-01	4.9357e-01	8.6292e-01	9.8787e-01	1.9773e-01	6.0826e-01	9.8055e-01	2.9903e-01	4.0425e-01	2.7861e-01
4.4511e-01	2.1156e-02	8.9341e-01	9.8671e-01	6.4601e-01	1.6746e-01	8.5415e-01	2.7210e-01	1.8690e-01	2.4802e-01
2.6545e-01	4.8006e-01	8.9790e-01	9.8787e-01	6.2097e-01	5.2104e-01	5.6808e-01	3.7545e-01	5.3315e-01	2.4399e-01
4.2245e-01	4.5256e-01	8.8854e-01	9.8787e-01	6.2177e-01	5.8598e-01	9.9008e-01	2.8692e-01	3.5828e-01	2.7563e-01
6.0357e-01	3.3237e-01	8.9832e-01	9.8787e-01	5.5165e-01	4.6081e-01	9.9696e-01	2.7748e-01	3.0309e-01	3.1546e-01
5.5241e-01	4.3410e-01	1.5904e-01	9.8413e-01	5.9033e-01	5.6440e-01	9.9696e-01	4.4586e-01	3.4649e-01	1.8145e-01
4.0808e-01	3.3522e-01	8.9832e-01	7.2784e-01	5.6049e-01	4.5721e-01	9.9382e-01	2.9439e-01	2.5711e-01	2.5592e-01
4.7910e-01	4.2730e-01	8.9237e-01	9.8787e-01	2.8985e-01	5.3562e-01	9.9559e-01	2.9822e-01	3.3466e-01	2.9824e-01
5.1230e-01	2.9592e-01	8.9824e-01	9.8787e-01	5.8099e-01	3.9878e-01	9.9283e-01	2.7359e-01	3.3256e-01	1.8290e-01
