-0.2728	0.2879	-1.0000
-0.0636	0.1874	0.0000
-0.3626	0.1132	0.0000
-0.2298	0.2686	-2.0000
-0.1737	0.2264	0.0000
-0.2984	0.0814	0.0000
-0.2290	0.3070	-1.0000
-0.2284	0.3077	0.0000
-0.2575	0.3489	0.0000
-0.2516	0.2360	0.0000
-0.2392	0.2683	-2.0000
-0.3201	0.3401	0.0000
-0.1997	0.2631	-2.0000
-0.3688	0.1421	-1.0000
-0.3553	0.1117	0.0000
-0.3899	0.1443	0.0000
-0.3784	-0.0269	0.0000
-0.2576	-0.0781	0.0000
-0.3296	0.0538	0.0000
-0.2267	0.2678	-2.0000
-0.1577	0.2210	0.0000
-0.2081	0.2531	0.0000
-0.1046	0.0817	-1.0000
-0.1244	0.2147	0.0000
-0.1695	0.2035	0.0000
-0.2508	0.2854	-1.0000
-0.2745	0.3013	0.0000
-0.2988	0.0680	0.0000
-0.2188	0.2871	-1.0000
-0.1001	0.1134	0.0000
-0.2225	0.2829	-1.0000
-0.2495	0.3416	-1.0000
-0.3223	0.4667	0.0000
-0.3272	0.0923	0.0000
-0.1631	0.2671	-1.0000
-0.1709	0.2404	-1.0000
-0.2334	0.4108	0.0000
-0.1544	0.4025	-1.0000
-0.2622	0.2908	-1.0000
-0.1923	0.2815	-1.0000
-0.3532	0.1011	-1.0000
-0.2609	0.2265	0.0000
-0.1970	0.2649	0.0000
-0.2375	0.3052	0.0000
-0.2025	0.3907	-1.0000
-0.2317	0.2994	-1.0000
-0.3412	0.3359	0.0000
-0.2088	0.2874	-1.0000
-0.0418	-0.0638	0.0000
-0.2601	0.2758	0.0000
-0.2258	0.2675	-1.0000
-0.2239	0.2952	-1.0000
-0.1028	0.0823	-1.0000
-0.2491	0.3138	-1.0000
-0.2392	0.2868	-1.0000
-0.2893	0.3080	-1.0000
-0.2757	0.2760	0.0000
-0.3662	0.1087	0.0000
-0.2330	0.2676	-2.0000
-0.1523	0.1872	0.0000
-0.3243	0.2091	0.0000
-0.1614	0.4213	0.0000
-0.2539	0.2930	0.0000
-0.2554	0.2847	-1.0000
-0.2717	0.2792	0.0000
-0.2500	0.2694	-1.0000
-0.3928	0.1579	-1.0000
-0.2060	0.2627	-2.0000
-0.2703	0.2838	-2.0000
-0.2593	0.2235	-3.0000
-0.1106	0.1019	0.0000
-0.3304	0.1719	-2.0000
-0.3730	0.1067	0.0000
-0.3656	0.1050	-1.0000
-0.2004	0.2588	0.0000
-0.4088	-0.0934	-1.0000
-0.4675	-0.2519	0.0000
-0.2491	0.2794	-1.0000
-0.2691	0.1986	-3.0000
-0.2624	0.2590	-3.0000
-0.3990	0.1589	0.0000
-0.4685	-0.3080	0.0000
-0.4531	-0.2033	0.0000
-0.2900	0.1589	-2.0000
-0.2808	-0.0198	0.0000
-0.2177	0.2550	-2.0000
-0.2153	0.2322	0.0000
0.0056	0.1088	0.0000
-0.3182	0.1957	-2.0000
-0.2455	0.2736	-2.0000
0.0195	0.0138	0.0000
-0.2063	0.2532	0.0000
-0.1908	0.2232	-1.0000
-0.2854	0.1263	-2.0000
-0.2214	0.2748	-2.0000
-0.2046	0.2195	0.0000
-0.1604	0.2070	0.0000
-0.2735	0.2163	0.0000
-0.2256	0.2437	0.0000
-0.1705	0.2456	-1.0000
-0.3865	0.2885	0.0000
-0.1057	0.0823	-1.0000
-0.2807	0.3001	0.0000
-0.3412	0.1676	-1.0000
-0.1265	0.1683	-1.0000
-0.3649	0.1403	0.0000
-0.3581	0.2430	0.0000
-0.2954	0.2529	-1.0000
-0.2339	0.2942	-2.0000
-0.3031	0.1577	0.0000
-0.2368	0.2810	-2.0000
-0.2189	0.2752	-2.0000
-0.2252	0.2181	-1.0000
-0.2326	0.2950	-1.0000
-0.1907	0.2315	0.0000
-0.3438	0.3001	0.0000
-0.2607	0.2895	-1.0000
-0.3105	0.1820	-3.0000
-0.4371	-0.3342	0.0000
-0.2052	0.2847	0.0000
-0.2986	0.3257	0.0000
-0.2639	0.3223	-1.0000
-0.2129	0.3173	-1.0000
-0.2231	0.3374	0.0000
-0.2810	0.2064	-3.0000
-0.2679	0.2527	-3.0000
-0.3229	0.1406	0.0000
-0.2422	0.3168	-2.0000
-0.1954	0.3110	-1.0000
